snippet,headline__main,year_mo,compound,negative,neutral,positive
"It was couture week, but as part of the changing times, the brands showed urban warrior and high romance ready-to-wear.",Proenza Schouler and Rodarte Bring Fall Styles to Paris,201801,0.7096,0,0.795,0.205
"President Trump’s presence in Davos, Switzerland, is notable for several reasons — starting with his values, which are clearly at odds with the forum’s majority.","Trump, in Davos Speech, Sticks to Script as He Declares America Open for Business",201801,0.6597,0,0.81,0.19
"The pastry king and beauty brand have joined forces to open 86 Champs, a blend of food, fragrance and style.",Pierre Hermé and L’Occitane Create an Experience on the Champs-Élysées,201801,0.6124,0.103,0.635,0.262
Mr. Meyers said that he didn’t trust Senator Chuck Schumer’s pledge to hold Republicans’ “feet to the fire” on their promise to allow a vote on the fate of so-called Dreamers.,Seth Meyers Skewers Chuck Schumer Over ‘Dreamers’ Negotiations,201801,0.7579,0,0.783,0.217
"The prevalence of mental illness in the music industry is higher than among the population as a whole, surveys show. In Britain, a new help line seeks to provide support.",A Listening Ear for Musicians in Need,201801,0.4019,0.082,0.755,0.163
What do recent trends tell us about the state and fate of democracy?,Teaching Activities for: ‘Is There Something Wrong With Democracy?’,201801,0,0,1,0
What do you think this image is saying?,Headphones,201801,0,0,1,0
The bizarre shape of the state’s Seventh Congressional District makes it a headache just to tell who lives there. Few seem to lament a court order to redraw the map.,"In a Comically Drawn Pennsylvania District, the Voters Are Not Amused",201801,-0.6486,0.169,0.831,0
At stake when Halep and Wozniacki meet in the Australian Open final on Saturday: a first Grand Slam singles title and the No. 1 ranking in women’s tennis.,Simona Halep vs. Caroline Wozniacki: One Will Finally Win the Big One,201801,-0.2023,0.156,0.747,0.097
This word has appeared in 19 articles on nytimes.com in the past year.,Word + Quiz: parasol,201801,0,0,1,0
Watch a broadcast of the Met Opera’s production of “Norma.” And pick from among several train capers.,What’s on TV Friday: ‘Norma’ and ‘Jane the Virgin’,201801,0,0,1,0
Kristaps Porzingis was back on the court after a one-game absence but he fouled out in the fourth quarter of what had become a close game.,Porzingis Returns but Knicks Lose to Nuggets,201801,0,0,1,0
Here’s what you need to know to start your day.,"Davos, Russia, Theresa May: Your Friday Briefing",201801,0,0,1,0
She believed that loving a person would be a safer bet than investing in a cryptocurrency she could neither touch nor understand.,Are Bitcoins More Real Than Boyfriends?,201801,0.7717,0,0.717,0.283
"In June President Trump ordered the firing of Robert Mueller, who has been leading the Russia investigation. For months, however, Mr. Trump dismissed the idea in his public statements.",Will You Fire Mueller? How Trump Has Responded,201801,-0.34,0.079,0.921,0
"Corrections appearing in print on Friday, January 26, 2018.","Corrections: January 26, 2018",201801,0,0,1,0
Officials at the Guggenheim Museum are being tight-lipped about a report in the The Washington Post that describes a strange email sent by the museum’s chief curator.,"Museum Told White House: No Van Gogh, but Here’s a Gold Toilet",201801,-0.2023,0.07,0.93,0
The New York Times would like to hear how Koreans feel about the countries’ Olympic cooperation.,Are You in South Korea? Talk to Us About the Olympics,201801,0.3612,0,0.857,0.143
Caleb Madison starts off our weekend of solving.,Verbal Outpouring,201801,0.34,0,0.745,0.255
"Michael Weller resets “Liliom,” the play that inspired Rodgers and Hammerstein, in Coney Island. But the central romance remains problematic.","Review: In ‘Jericho,’ Another Spin of the Romantic Carousel",201801,0.743,0.103,0.569,0.327
"Mr. Meehan, Republican of Pennsylvania, facing backlash after settling a sexual harassment complaint brought by a former aide, will not seek re-election this year.",Patrick Meehan Won’t Seek Re-election in Pennsylvania,201801,-0.6908,0.222,0.778,0
"Women have long worked behind the scenes at the club’s annual drag show, but in keeping its cast all-male, it seemed ever more like the stodgy relics it lampooned.","After 174 Years, Hasty Pudding Theatricals at Harvard Will Cast Women",201801,0.5006,0.045,0.84,0.115
Woods finished the first round tied for 84th in his first PGA Tour event since undergoing a fourth operation on his back.,Tiger Woods Returns to PGA Tour With ‘Tempered’ Expectations,201801,0,0,1,0
The deadly blaze was the latest in a string of a tragedies that have heightened public concern over the country’s safety standards.,South Korea Hospital Fire Kills at Least 37 People,201801,-0.0258,0.122,0.759,0.118
"In a hearing on Thursday, the judge seemed unwilling to toss out a lawsuit alleging the president is violating the Constitution by continuing to own his businesses.",Lawsuit on Trump Emoluments Violations Gains Traction in Court,201801,-0.6597,0.19,0.81,0
"Reyes, 34, will continue to play in a utility role next season, though he was used heavily last season because of injuries and underperformance.",Jose Reyes Is Said to Return to Mets on One-Year Deal,201801,0.34,0,0.902,0.098
"Some in the White House saw President Trump’s appearance at a background briefing as a message to his chief of staff, John F. Kelly.",Trump’s Impromptu News Conference: An Unplanned Drop-By or a Deliberate Dig?,201801,0,0,1,0
Federal and state authorities began investigations of what the university knew about Dr. Nassar’s abuse while he was employed there for two decades.,"With Larry Nassar Sentenced, Focus Is on What Michigan State Knew",201801,-0.6369,0.16,0.84,0
"Digital books will be available on the retailer’s website for the first time, in a partnership with Rakuten, the Japanese online giant behind Kobo e-readers.",Walmart Makes a Late Entry Into the E-Book Market,201801,0,0,1,0
The president ordered the firing last June as he first learned that the special counsel might be investigating whether he had obstructed justice.,"Trump Ordered Mueller Fired, but Backed Off When White House Counsel Threatened to Quit",201801,0.5719,0.084,0.702,0.214
Public morality is finally coming for the misogynist culture among the British elite.,Britain’s Handsy Old Boys’ Club,201801,0,0,1,0
Amateur candidates can refresh government — but they can also magnify polarization and dysfunction.,Politics Shouldn’t Be Like Open Mic Night,201801,-0.5719,0.222,0.778,0
"Quotation of the Day for Friday, January 26, 2018.",Quotation of the Day: ‘Passionate Kissing’ Defense Clears Sprinter Accused of Doping,201801,0,0,1,0
What one philosopher says about men.,The Jordan Peterson Moment,201801,0,0,1,0
"The newspaper started looking into allegations against Lawrence G. Nassar, the former doctor for the national gymnastics team, in 2016. Now, The Star is credited for helping bring Dr. Nassar’s crime to light.","Belatedly, The Indianapolis Star Gets Its Due for Gymnastics Investigation",201801,0.0516,0.092,0.785,0.123
"As captains in the N.B.A.’s 2018 All-Star draft, Curry and James took turns picking from their fellow All-Stars from both conferences.",Stephen Curry and LeBron James Reveal All-Star Rosters,201801,0,0,1,0
The Trump administration makes war on solar power.,The Economics of Dirty Old Men,201801,-0.5994,0.358,0.642,0
"Chipper Jones became just the 17th player from the position to be voted into the hall this week, and no one can quite explain the underrepresentation.",Why Are There So Few Third Basemen in the Hall of Fame?,201801,-0.296,0.081,0.919,0
"United States cooperation with the Kurdish group has complicated ties with Turkey, which views them as terrorists.",Allies or Terrorists: Who Are the Kurdish Fighters in Syria?,201801,-0.3182,0.187,0.685,0.128
"At a hearing in Albany, elected officials from across New York demanded answers from the M.T.A. But the biggest issue with the faltering agency was trust.","In 5 Hours of Budget Hearing, Frustration With M.T.A.",201801,0.34,0.067,0.816,0.117
The civil servants who handle most labor-relations cases — a group seen by critics as anti-employer — have expressed alarm over a proposal to demote them.,"Trump Appointee Is Trying to Squelch Us, Labor Board Staff Says",201801,-0.5574,0.173,0.827,0
"More than 200 scientists and other academics are asking the American Museum of Natural History to remove Rebekah Mercer, an influential donor to conservative causes, from its board.",A Science Denier at the Natural History Museum? Scientists Rebel,201801,0.6597,0,0.828,0.172
The most significant long-term threat to United States national security may be our political polarization.,"We Have Met the Enemy, and He Is Us",201801,0.3878,0.167,0.501,0.332
"She may wind up doing more to upend expectations about first ladies than any of her more political, progressive predecessors.",The Quiet Radicalism of Melania Trump,201801,0,0,1,0
"He claims to be “the least anti-Semitic person,” but his words don’t always support that. He has a chance for atonement on Holocaust Remembrance Day.",Trump and the Holocaust Remembrance: A Second Chance,201801,0.7227,0,0.784,0.216
Three organizations filed a complaint outlining ways that new sexual assault guidelines had had a “chilling effect” on campus sexual assault investigations.,Education Secretary Betsy DeVos Is Sued Over Sexual Assault Guidance,201801,-0.8689,0.366,0.634,0
"Lawrence G. Nassar, the sports doctor accused of sexually abusing more than 160 young women, committed his crimes with impunity for decades. Here’s how.",How Did Larry Nassar Get Away With It?,201801,-0.4767,0.184,0.742,0.074
"Consolidation is often seen as a consumer problem. But it may also reduce competition for workers, especially outside big cities, holding down wages.",Why Is Pay Lagging? Maybe Too Many Mergers in the Heartland,201801,-0.4019,0.114,0.886,0
"“Scenes From the Collection” at the Jewish Museum puts visual art, not just history, at the museum’s heart.",A Museum’s Fresh Take on the Whole Megillah,201801,0,0,1,0
"Last year, the chieftains at Davos were panicked at the thought of Trump. This year, they welcomed him with somewhat open arms.","Trump and Davos: Not Exactly Best Friends, but Not Enemies Either",201801,-0.1531,0.118,0.787,0.094
Our national holiday is built on the dispossession of Aboriginal Australians. It’s time to change the date.,How to Rethink Australia Day,201801,0.4019,0,0.856,0.144
"Mayor de Blasio and Governor Cuomo are at odds over what the mayor sees as bells and whistles, but maybe they are not extras after all.",The Case for Fancier Subways: We Deserve Them,201801,0,0,1,0
"The theater has dropped “Bullets Over Broadway” from its schedule, following a sexual abuse allegation made by Mr. Allen’s daughter Dylan Farrow.",Goodspeed Cancels Woody Allen Musical,201801,-0.6369,0.174,0.826,0
Here’s what you need to know at the end of the day.,"Davos, Dreamers, Doomsday: Your Thursday Evening Briefing",201801,0,0,1,0
"Conan goes to Haiti, “Psych” goes to streaming and British Royalty goes peppy.",How Much Watching Time Do You Have This Weekend?,201801,0,0,1,0
Giving a stranger a lift on a rainy night in Brooklyn.,The Hitchhiker,201801,0.2732,0.134,0.619,0.247
Skiing was a niche pursuit when he began filming it in the 1940s. His movies popularized the sport and helped create a multibillion-dollar industry.,"Warren Miller, Ski Bum Turned Filmmaker, Is Dead at 93",201801,0.6124,0,0.8,0.2
The requisite tulle and fluttery headpieces were joined by temporary neck tattoos.,The Best Images from the Haute Couture Shows,201801,0,0,1,0
"The spring/summer 2018 collections, held in Paris this week, were a feast for the eyes.",Our Favorite Images from the Couture Shows,201801,0,0,1,0
"With the contract of its founder, Nate Silver, expiring in August, the sports network is exploring a sale of the site known for its election forecasts.",Prediction: Change Coming for ESPN’s FiveThirtyEight,201801,0,0,1,0
"Roy Baizan has been chronicling the rock, punk, rap, trap and hip-hop scene in the Bronx, including shows produced by a new collective, Hydro Punk.","Punk Music, Bronx Style",201801,-0.3182,0.091,0.909,0
"Roy Baizan has been chronicling the rock, punk, rap, trap and hip-hop scene in the Bronx, including shows produced by a new collective, Hydro Punk.","Punk Music, Bronx Style",201801,-0.3182,0.091,0.909,0
See all the looks.,Golden Globes 2018 Red Carpet Pictures,201801,0,0,1,0
Readers react to the sentence and the systematic abuse of young women.,Dr. Nassar’s Crimes Against Gymnasts,201801,-0.5994,0.271,0.645,0.084
"Ms. Miner, the former mayor of Syracuse, was thought to be the Democrats’ leading hope of unseating Representative John Katko, a Republican.","Stephanie Miner Rules Out Bid for Congress, but May Yet Challenge Cuomo",201801,0.4404,0,0.873,0.127
"Last year’s best-actor winner had been expected to attend the ceremony, but his settlement of a sexual harassment case involving a 2010 film raised concerns.",Casey Affleck Won’t Present the Oscar for Best Actress,201801,-0.5187,0.169,0.746,0.085
"In his bid for another term, the Russian president is seeking the legitimacy of a contested vote without real democracy. It is a hard sell.","Victory in Russia Election Assured, Putin Seeks High Turnout",201801,-0.1027,0.06,0.94,0
"Brazil is hoping to attract more tourists by allowing Americans, Canadians, Japanese and Australian citizens to obtain visas online. Here’s what to see when you get there.","It Just Got Easier, and May Soon Be Cheaper, for Americans to Travel to Brazil",201801,0.6486,0,0.825,0.175
"When a feeding situation isn’t favorable, a mosquito can switch preferences, and it may learn to associate your scent with avoiding your incoming hand.","Swatting at Mosquitoes May Help You Avoid Bites, Even if You Miss",201801,0.5994,0.087,0.686,0.227
"Gov. Andrew Cuomo used the private plane of a hedge fund manager to attend the screening of a documentary by his girlfriend, Sandra Lee.",Cuomo Uses Billionaire’s Plane for Sundance Trip,201801,0,0,1,0
"An economic upturn led to rising fossil-fuel emissions after two years of drops, showing the task Beijing faces in fulfilling its climate promises.","China’s Emissions: More Than U.S. Plus Europe, and Still Rising",201801,0.3818,0,0.894,0.106
"The committee expressed doubts about the company’s health claims that the device, called IQOS, would cause less tobacco-related disease.",F.D.A. Panel Rejects Philip Morris’ Claim That Tobacco Stick Is Safer Than Cigarettes,201801,-0.296,0.109,0.891,0
"A study from the University of Southern California’s Annenberg Inclusion Initiative finds that a vast majority of Grammy Awards, songwriting credits and production opportunities still go to men.",Gender Diversity in the Music Industry? The Numbers Are Grim,201801,0.7964,0,0.74,0.26
His 1994 appearance on “The Tonight Show” is widely regarded as the first by an openly gay comic. But Lou Gehrig’s disease cut his stand-up career short.,"Bob Smith, Groundbreaking Gay Comedian, Is Dead at 59",201801,-0.2732,0.075,0.925,0
"Again and again, when I meet people who don’t know the book, I find myself being a “Mrs. Bridge” evangelist, telling them that it’s a perfect novel.",In Praise of Evan S. Connell,201801,0.7184,0,0.778,0.222
"Ms. Shearmur helped bring to the screen a number of box-office hits as an executive for major studios, and later as an independent producer.","Allison Shearmur, 54, ‘Star Wars’ and ‘Hunger Games’ Producer, Dies",201801,0.0772,0,0.944,0.056
How much should parents discuss about such an abhorrent sex crime?,The Nassar Case Presents Difficult Parenting Questions,201801,-0.8225,0.458,0.542,0
"Coordinated efforts at the Golden Globes drew the world’s attention to abuses against women, but big stars in music are mostly mum for now about their industry’s big night.",Will the Grammys Have a #MeToo Moment?,201801,-0.3182,0.076,0.924,0
The string of events in American gymnastics that ended in a Michigan courtroom began nearly two years ago. Here’s a look at the scandal as it continues to unfold.,The Larry Nassar Case: What Happened and How the Fallout Is Spreading,201801,-0.4404,0.1,0.9,0
A Los Angeles woman has filed a lawsuit in federal court saying that Mr. Simmons raped her in 2016. He called the allegations “absolutely untrue.”,Russell Simmons Sued Over Rape Accusation,201801,-0.7579,0.236,0.764,0
Mr. Smith led the bristling and influential post-punk band for four decades with an intransigent voice and anarchically caustic lyrics.,"Mark E. Smith, Uncompromising Leader of the Fall, Dies at 60",201801,0.4404,0,0.868,0.132
"Sean Baker narrates a sequence from the film featuring Willem Dafoe, who was nominated for an Oscar for his performance.",Anatomy of a Scene | ‘The Florida Project’,201801,0,0,1,0
"The league is expected to start play in 2020, McMahon said, emphasizing that it would be a lot tamer than the original XFL.","Vince McMahon Says He Will Revive the XFL, With a Very Different Look",201801,0.5719,0,0.81,0.19
"The Times’s standards editor, Philip B. Corbett, invites readers to correct grammatical errors in recent New York Times articles.",Copy Edit This! Quiz No. 10,201801,-0.34,0.118,0.882,0
"Several world leaders highlighted integration and cooperation as vital for the global economy ahead of President Trump’s arrival at the World Economic Forum in Davos, Switzerland.","In Davos, Trump’s Isolationism May Isolate Him",201801,0.296,0,0.919,0.081
"Peter Martins is gone. But the company, at a critical moment in its history, showed grit and rose to the challenge in six Balanchine ballets.",Bringing It All Back Home: City Ballet Begins Again With Balanchine,201801,-0.25,0.09,0.859,0.051
A reader recalls the reassurance about her sexual identity given by a psychologist in the 1970s.,Gay Conversion Therapy,201801,0.3612,0,0.839,0.161
Don’t try to pigeonhole her. She was more than any one thing.,The Category-Defying Genius of Ursula K. Le Guin,201801,0,0,1,0
"Despite penalties for its doping scheme, Russia has used a side door to get a full delegation of athletes into the Pyeongchang Olympics.",Russia Is Barred From Winter Olympics. Russia Is Sending 169 Athletes to Winter Olympics.,201801,0,0,1,0
"Jim Yong Kim, the World Bank’s president, is trying to revitalize a hidebound institution. But his embrace of Wall Street is controversial.",The World Bank Is Remaking Itself as a Creature of Wall Street,201801,0.128,0.078,0.823,0.1
"Facebook and Twitter need to realize that “fake news” and hateful content can be homegrown, too.",Russian Trolls Are Only Part of the Problem,201801,-0.4939,0.176,0.824,0
Some very wealthy people are serious about outsmarting mortality.,The Men Who Want to Live Forever,201801,0.3597,0.117,0.631,0.252
"The suit followed the release of a blistering report in which the advocacy group, Disability Rights New York, said the center, Woods Services, was neglecting residents.",Pennsylvania Treatment Center Files Defamation Suit Against Advocate for the Disabled,201801,-0.4019,0.101,0.899,0
"She uncovered the latest trends for more than five decades, including 32 years at The New York Times, where she became the chief fashion writer.","Bernadine Morris, Veteran Observer of Fashion, Dies at 92",201801,0,0,1,0
The crackdown follows another major bust of an ivory trafficking network in Gabon,"Ivory Coast Arrests Six in Ring That Smuggled Parts of Elephants, Leopards and Pangolins",201801,0,0,1,0
"Citing an “unprecedented and disturbing pattern of delay,” the judge said the case was either a failure by the city to investigate or a cover-up by the police.",Judge Blasts City for Delays in Queens Police Abuse Case,201801,-0.8316,0.277,0.723,0
The International Women’s Health Coalition writes that a majority of Poles reject restrictions on abortion.,Abortion Rights in Poland,201801,-0.4019,0.172,0.828,0
"After a succession of creative directors, the Roman tailoring house shifts again with Nina-Maria Nitsche, a clever, sly veteran of Maison Margiela.","Brioni Redefines Itself, With a Whisper and a Smirk",201801,0.7717,0,0.688,0.312
"In its second season, available Friday on Netflix, the sitcom is closer to its ideal state of flow, putting character ahead of plot and trusting itself and its moments a little more.",Review: The Euphoria of ‘One Day at a Time’,201801,0.7269,0,0.826,0.174
"The arrival of voice-controlled assistants in cars raises security and privacy concerns. Depending on automakers’ setups, it could expose your information or property.","Alexa, What Happened to My Car?",201801,0.2023,0.064,0.84,0.096
Here’s what you need to know to start your day.,"Davos, Doomsday Clock, North Korea: Your Friday Briefing",201801,0,0,1,0
Suggested reading from critics and editors at The New York Times.,8 New Books We Recommend This Week,201801,-0.296,0.18,0.82,0
The sexual assault case of Larry Nassar has felled the president of Michigan State and the leaders of U.S.A. Gymnastics. Is the U.S.O.C. leadership next?,Will Larry Nassar Take Down the U.S. Olympic Committee?,201801,-0.5859,0.137,0.863,0
"Our favorite student comments from last week, and an invitation to join the conversation this week.","Race in America, College Amenities and Loneliness: Our Favorite Student Comments of the Week",201801,0.6369,0,0.729,0.271
United States officials rejected a claim by Pakistan that the strike had targeted an Afghan refugee camp.,U.S. and Pakistan Give Conflicting Accounts of Drone Strike,201801,-0.25,0.233,0.631,0.136
"Big and small pieces of plastic make coral more prone to disease, the researchers found, but it is possible to control the impact of coastal pollution on reefs.",Billions of Plastic Pieces Litter Coral in Asia and Australia,201801,0,0,1,0
An unusual study of educational attainment in children finds that gene variants linked to parental nurturing were highly influential even though children had not inherited them.,You Are Shaped by the Genes You Inherit. And Maybe by Those You Don’t.,201801,0.7346,0,0.795,0.205
"The discovery could rewrite the migration story of our species, pushing back by about 50,000 years when Homo sapiens were thought to have first left Africa.","In Cave in Israel, Scientists Find Jawbone Fossil From Oldest Modern Human Out of Africa",201801,0,0,1,0
"The home-rental company’s appointment of the departing American Express chief, Kenneth I. Chenault, is a signal that it is preparing for life as a public company.","Airbnb, Edging Toward Possible I.P.O, Names Ken Chenault to Board",201801,0,0,1,0
"No single film stood out at this year’s edition, which was chockablock with character-driven movies by filmmakers who are not white men.","At Sundance, Films Filled With Fury, Propelled by Outsiders",201801,-0.296,0.095,0.905,0
"With a year of Mr. Trump’s tenure completed, students can grade the president on his performance so far.",Report Card Time: Inviting Students to Evaluate President Trump’s First Year in Office,201801,0,0,1,0
An experiment that produced false data sheds light on how German automakers financed scientific research to promote their political agenda.,10 Monkeys and a Beetle: Inside VW’s Campaign for ‘Clean Diesel’,201801,0.3818,0,0.88,0.12
"A court exonerated Gil Roberts, ruling that his impassioned exchange of saliva with his medicated girlfriend probably caused his violation.",American Sprinter Used ‘Passionate Kissing’ Defense in Doping Case. And It Worked.,201801,-0.1027,0.139,0.739,0.122
"Following allegations of misconduct by Kevin Spacey, the playhouse in London offers an alternate channel for staff members to report inappropriate behavior.",Old Vic Theater Creates New Way for Employees to Report Harassment,201801,0,0,1,0
"He led protests, was called a traitor, persuaded the N.F.L. to spend nearly $100 million on social causes, made the Super Bowl and had another child.","In a Busy Year, Malcolm Jenkins Raised a Fist and Checked All the Boxes",201801,0.4588,0.066,0.799,0.135
뉴욕타임스는 한국인들이 남북한의 ’올림픽 협력’에 대해 어떻게 생각하는지 듣고 싶습니다.,동계 올림픽에 대한 여러분의 생각을 듣고 싶습니다,201801,0,0,1,0
"The “clock,” kept by the Bulletin of the Atomic Scientists, is a symbolic measurement of scientists’ concerns about disaster.","Doomsday Clock Is Set at 2 Minutes to Midnight, Closest Since 1950s",201801,-0.6249,0.194,0.806,0
"The Midwest capital city would seem to be a long shot for Amazon’s new headquarters, but its low costs and business-friendly climate might help its chances.",Is Indianapolis Cool Enough for Amazon? It Just Might Be,201801,0.4767,0.087,0.724,0.189
"If Democrats want relief for young unauthorized immigrants, they would have to accept a border wall and restrictions on low-skilled immigrants joining their families in America.",Trump Immigration Plan Demands Tough Concessions From Democrats,201801,0.7184,0,0.759,0.241
"With recent reported inflammatory comments, President Trump put the spotlight on places many Americans have never visited. Here are some travel recommendations on a few of those places.","A Beginner’s Travel Guide to Haiti, El Salvador and Africa",201801,0,0,1,0
"As part of its plan to spend more than $1 billion on original programming, it strikes a deal with the Oscar-winning writer and director.",Apple Goes Deeper Into La La Land With Damien Chazelle Project,201801,-0.0516,0.097,0.814,0.089
Readers share their favorite recipes for the Canadian butter tart. ,The Passions of the Butter Tart,201801,0.6369,0,0.606,0.394
"An audience of just 48 hears — barely — each performance of David Lang’s “the whisper opera,” at the N.Y.U. Skirball Center through Feb. 4.",Review: A Whispered Opera Requests Your Close-Up Attention,201801,0,0,1,0
Readers urge Americans to oppose N.R.A.-backed candidates and to mandate locked storage for guns to prevent kids from using them.,Kids Killing Kids: America’s Tragic New Norm,201801,0.0258,0,0.945,0.055
"A new study suggests that some types of song are universal, recognizable by people across all cultures. But not everyone is convinced.",Can You Tell a Lullaby From a Love Song? Find Out Now,201801,-0.3089,0.101,0.899,0
"The hall’s 2018-19 season will give its composer in residence position to Mr. Thile, the mandolin virtuoso, in a break with tradition.","Carnegie Hall’s Season Will Focus on M.T.T., Yuja Wang and Chris Thile",201801,0.4588,0,0.87,0.13
"Why are they there? Well, to annoy you. But also to save lives.",Those Dastardly Standpipe Spikes,201801,0.34,0.159,0.549,0.291
"The best values can be found hovering around $20. This price buys wines that are not merely sound, but exciting.","20 Wines Under $20: Touring the World, Familiar to Obscure",201801,0.8294,0,0.66,0.34
"New York’s drinking culture has always had its share of innovators and trendsetters. Recently, more of these influencers seem to be women.","Beer Cellars, Whiskey Tastings and the Women Bringing Them to Life",201801,0.296,0,0.905,0.095
Curious about where the F.B.I.’s probe is headed? Or about our coverage of it? Our Washington investigations editor will respond.,Submit Questions for The Times’s Mark Mazzetti on the Russia Investigation,201801,0.3939,0,0.877,0.123
"And: revealing a family secret, dealing with friends who smoke indoors, and barking up the wrong tree.",When Hollywood Ageism Hits Close to Home,201801,0,0.153,0.693,0.153
"Whether it’s paving the way to self-driving cars or diagnosing diseases faster than ever before, digital disruption is enabling an intelligent society that integrates the physical and digital worlds. ",Embrace Digital or Risk Losing Out ,201801,0.128,0.077,0.831,0.092
"Boucheron is celebrating its 160th anniversary, Chanel goes on a lion rampage, and Dior continues to mine the allure of Versailles.","In Paris, the Glitter of High Jewelry",201801,0.5719,0,0.837,0.163
"Pierpaolo Piccioli put magic into the ease of the everyday, while Viktor & Rolf explored the possibilities of less-is-more and Jean Paul Gaultier honored Pierre Cardin.","At Valentino, a Dream Ending: Couture for the Casual Era",201801,0.743,0,0.785,0.215
Classroom ideas for confronting the questions and issues raised by this movement and its impact on our society.,The Reckoning: Teaching About the #MeToo Moment and Sexual Harassment With Resources From The New York Times,201801,-0.1531,0.086,0.914,0
"Britain’s stature as a global economic power has lessened since it voted to leave the European Union. Mrs. May’s speech at the World Economic Forum, and the reception to it, underscored that reality.",Theresa May Arrives in Davos as U.K.’s Post-‘Brexit’ Slide Continues,201801,-0.0516,0.037,0.963,0
"Steven Mnuchin, whose apparently offhand remark on the dollar caused a tumble, joins many Treasury secretaries whose words have been given more meaning than intended.","For Mnuchin, a Lesson in How Words Can Move Markets",201801,0.2023,0,0.927,0.073
The Birmingham minister understood white ambivalence about racism.,"Wyatt Tee Walker, Civil Rights Oracle",201801,-0.6249,0.369,0.631,0
"At a storefront in Elmhurst, Queens, the chef Chih Shen Hsu — known as Stony — serves up hearty Taiwanese soups and other favorites.",Happy Stony Noodle,201801,0.4215,0,0.887,0.113
"Growing up in Taiwan, Chih Shen Hsu fell in love with a soup; when he grew up, he took over the restaurant, and brought its recipes to New York.","At Happy Stony Noodle, a Childhood Favorite Anchors the Menu",201801,0.7096,0,0.815,0.185
"“Padmaavat,” a lavish new movie about a Hindu queen, had stirred up violent protests. After months of tension, the movie premiered on Thursday.",A Film Has Inflamed Indians. But Moviegoers Mostly Say It’s Fine.,201801,-0.7964,0.31,0.69,0
"High-definition video recordings are usually too large to send by email, but you have plenty of other ways to share and save those files.",Getting Those Giant Video Clips Off Your iPhone,201801,0.7964,0,0.756,0.244
"“I don’t have the DNA for it,” Oprah Winfrey told InStyle magazine, three weeks before her Golden Globes speech stirred up speculation. “That’s not for me.”",Oprah Had Ruled Out Running for President,201801,0,0,1,0
The New York State task force’s plan is seen as the starting point for negotiations to build political consensus to make congestion pricing a reality.,Now the Real Work Begins on a Manhattan Congestion Plan,201801,0,0,1,0
Where do city renters find it easiest — and most affordable — to trade up to larger home?,Adding a Bedroom in New York City,201801,0.4215,0,0.859,0.141
"More than 70,000 people in the Philippines have been forced to evacuate after Mount Mayon, a volcano admired for its symmetry, showed signs of erupting.",A Volcano Known for Its Beauty Is Also a Killer,201801,0.0772,0.106,0.777,0.117
"An update on the projects explored in this column, from special bikes, landmark graveyards, and teeny-tiny people. Some of them were even completed.",Ready to Roll? A Works in Progress Report,201801,0.2023,0.084,0.763,0.153
There’s good reason why New York is one of the most visited metropolises in the world. Discover the hidden gems of this city. ,Where to Go: Hidden Secrets of New York,201801,0.4404,0,0.884,0.116
Also: The gymnasts and the (local) journalists.,"One Person, One Vote",201801,0,0,1,0
"The case of Larry Nassar, the former U.S.A. Gymnastics team doctor convicted of years of sexual abuse, has prompted questions from athletes and fans alike: What took so long?","The #MeToo Moment: For U.S. Gymnasts, Why Did Justice Take So Long?",201801,-0.6369,0.13,0.87,0
"This week’s listings are in South Park Slope, Brooklyn, Chelsea and Clinton.",Homes for Sale in Brooklyn and Manhattan,201801,0,0,1,0
"This week’s listings are in South Park Slope, Brooklyn, Chelsea and Clinton.",On the Market in New York City,201801,0,0,1,0
"This week’s properties include a four-bedroom in Plandome Manor, N.Y., and a six-bedroom in Ridgefield, Conn.",Homes for Sale in New York and Connecticut,201801,0,0,1,0
"This week’s properties include a four-bedroom in Plandome Manor, N.Y., and a six-bedroom in Ridgefield, Conn.",On the Market in the New York Region,201801,0,0,1,0
"Dueling immigration ads, Gov. Jerry Brown on life after politics, tsunamis and earthquakes, a milestone in home prices, and a visit from a poet.","California Today: Two Immigration Ads, One Dark, the Other Sunny",201801,0,0,1,0
"When battles were fought on the unsteady terrain of people’s hearts and minds, many Vietnamese were forced into painful moral bargains.","Disputed Land, Disputed Souls",201801,-0.8689,0.388,0.612,0
"“So many people said that it didn’t really happen that way, that we made the story up,” one woman said of the boat that brought her great-great-grandfather to America.",Descendants’ Stories of the Clotilda Slave Ship Drew Doubts. Now Some See Validation.,201801,0,0,1,0
"In an offer of possible citizenship for those brought here illegally as children, the broader outlines of a nativist agenda become clearer.",Trump Dangles Hope for Dreamers,201801,0,0,1,0
President Trump likes to take credit for the rise of the stock market. It surged after he was elected in 2016 and has reached record highs. He has mentioned its performance at least 25 times this month alone.,The Stock Market Is Up. So Is Trump’s Bragging.,201801,0.5859,0.047,0.794,0.159
"The president tried to smooth friction with Britain in a meeting with Theresa May, while excoriating the Palestinians in a sit-down with Israel’s Benjamin Netanyahu.","Trump, in Davos, Mends Split With Britain and Widens One With Palestinians",201801,0,0,1,0
"Mercedes-Benz Stadium last season offered affordable food options, like $2 hot dogs, and the average amount spent by fans increased by 16 percent.","In Atlanta, Concessions Prices Go Down and Revenue Goes Up",201801,0.5574,0,0.82,0.18
