snippet,headline__main,year_mo,compound,negative,neutral,positive
"A record fine, a share sale and potential relocation - European banks have come back into focus with a bang this week with Lloyds, Deutsche Bank and HSBC all making headlines. Ivor Bennett reports on the contrasting fortunes of a sector still seek...",Contrasting fortunes for Europe's banks,201504,0,0,1,0
"Welcome to Motherlode’s weekly open thread. Do you have thoughts about the news this week, and how it affects families? A question to ask? A rant to share? This is your place. Go.","Your Turn: A Weekend Thread, Open for Comments",201504,-0.8402,0.31,0.69,0
CCTV footage released by the UK's Greater Manchester Police shows a shopkeeper fighting off a man with a knife who tries to rob him. Rough Cut (no reporter narration),Knife-wielding robber foiled by shopkeeper: video,201504,0.4588,0,0.9,0.1
Web gems this week included explorations of inequality and emoji.,Stuff We Liked,201504,0.5171,0.066,0.775,0.159
Inventing fiscal irresponsibility that wasn’t.,Blurry Fiscal Hindsight,201504,-0.6908,0.251,0.673,0.076
"Mr. Alvarez, who won a Tony for “Billy Elliot,” said ballet prepared him for basic training.","David Alvarez on ‘Billy Elliot,’ the Army, and ‘On the Town’",201504,0.0772,0,0.874,0.126
From the International Herald Tribune archives: Germans use poison gas on battlefields of Ypers in 1915.,1915: Fighting With Poisonous Gas,201504,0,0,1,0
"Times critics on “The Water Diviner,” “The Age of Adaline,” and “Don’t Think I’ve Forgotten.”","Video Reviews of ‘The Water Diviner,’ ‘The Age of Adaline’ and ‘Don’t Think I’ve Forgotten’",201504,0.6808,0,0.699,0.301
"The largest freshwater lake in Central America and Ometepe, its main island, could be altered forever by plans for a canal to accommodate larger ships.","In Paradisiacal Nicaragua, Contemplating a Canal",201504,-0.6597,0.278,0.722,0
"As a political party of two, the Kochs may end up spending as much money to get their way next year as either of the actual political parties.",The Plutocrat Primary,201504,-0.296,0.136,0.864,0
"Comcast's withdrawal of its $45 billion bid could put Time Warner Cable into play. Charter Communications could pursue it again, analysts say. Fred Katayama reports.",Comcast-Time Warner Cable deal dies,201504,0,0,1,0
Here we go again?,Clinton Rules,201504,0.6597,0,0.822,0.178
"Ian Reisner and Mati Weiderpass, who hosted a dinner in Manhattan with Senator Ted Cruz, are facing boycott threats to their properties that cater to a gay clientele.",Ted Cruz Event in New York Prompts Boycott Threats,201504,0.3612,0,0.868,0.132
"I’m highly dependent on our wall calendar. So when I saw my 10-year-old erasing it, I panicked.",Schedule Wonder,201504,0,0,1,0
"John Rivera Sedlar opens Eloisa, a culinary homage to his grandmother — and the other ladies in his life.","A Chef Embraces, and Returns to, His Santa Fe Roots",201504,-0.6249,0.175,0.825,0
We can’t deny the science: Biotech works — for good.,How I Got Converted to G.M.O. Food,201504,-0.4588,0.176,0.824,0
"Golden State mounted the third biggest fourth-quarter comeback in N.B.A. playoff history on Thursday night to beat the Pelicans, who now trail the series, three games to none.",Warriors’ 20-Point Comeback Fueled by Offensive Rebounding,201504,0,0,1,0
"People are spending thousands of dollars to look better, believing that minor work will improve their careers and their self-image.","Noninvasive Cosmetic Surgery Can Deliver Confidence, at a Cost",201504,0.128,0.18,0.602,0.218
Test your knowledge of this week’s health news.,"The Weekly Health Quiz: Runners, Rabies and Dampened Emotions",201504,0,0,1,0
Finance leaders criticized Athens for moving too slowly to improve the economy and take steps they see as necessary to avoid a default.,Eurozone Ministers Admonish Greece for Slow Progress on Overhauls,201504,0.7003,0,0.756,0.244
Paperback books of particular interest.,Paperback Row,201504,0,0,1,0
Recently reviewed books of particular interest.,Editors’ Choice,201504,-0.2023,0.177,0.714,0.109
"Stock indexes edged up a bit, helped by gains in big technology companies including Google, Amazon and Microsoft.",Market Closes Slightly Higher on Tech Earnings,201504,0.4588,0,0.571,0.429
"While Indian parents still take the lead in arranging marriages, many are turning to websites to widen the pool, and are allowing their children veto power.",Websites in India Put a Bit of Choice Into Arranged Marriages,201504,0.4588,0,0.625,0.375
"In India, urbanization, education and the rise of matrimonial websites are challenging centuries-old traditions of arranged marriage.",Transforming India’s Concept of Marriage,201504,0.4767,0,0.785,0.215
The soprano Dorothea Röschmann and the pianist Mitsuko Uchida illuminated Berg’s “Seven Early Songs” and lieder with texts by Joseph von Eichendorff in a recital.,Review: Dorothea Röschmann and Mitsuko Uchida in Recital,201504,0,0,1,0
A man believed to be the captain of a shipwreck that killed hundreds of migrants appears in a Sicily court with a fellow crew member. Nathan Frandino reports.,Migrant shipwreck accused appear in court,201504,0.1531,0,0.909,0.091
Europe's share markets bask in the glory of the NASDAQ reaching a 15-year high and record closes elsewhere - while Germany's IFO puts in a high of its own. David Pollard reports on a seemingly unstoppable rise in sentiment.,European shares on a high,201504,0,0,1,0
"A celebration of two Japanese artists in Tokyo, a theater festival in Berlin and a biennial in a bunker near Sarajevo.",What’s On This Week Around the World,201504,-0.6705,0.164,0.836,0
"Euro zone finance ministers express frustration at the lack of progress on Greek debt talks, with German Finance Minister Wolfgang Schaueble encouraging participants to enjoy the beauty of Latvia, rather than holding out hope of a deal. Kirsty Bas...","Tension, frustration over Greek talks",201504,0.6908,0.045,0.769,0.186
"“We gotta move on,” says Brian L. Roberts, Comcast’s chief executive, on abandoning the cable giant’s $45 billion bid for Time Warner Cable.",Why Comcast Walked Away,201504,0.4939,0,0.833,0.167
"Four days after up to 900 desperate people drowned trying to reach Europe from Libya, EU leaders agree to triple a naval search mission in the Mediterranean, restoring its funding to last year's level. Critics say it's not enough. Hayley Platt r...",Will money solve EU migrant issue?,201504,0.8481,0.146,0.556,0.298
"If National Poetry Month is partly intended to encourage poetry’s engagement with contemporary culture, two young poets reviewed in this issue are doing their part.","Sing, O Muse",201504,-0.3818,0.106,0.894,0
Dilip Hiro probes the cultural and strategic differences underpinning the India-Pakistan conflict.,"‘The Longest August,’ About India and Pakistan, by Dilip Hiro",201504,-0.5574,0.171,0.711,0.118
Europe looks for an answer to the migrants reaching for its shores.,Migrants and the European Union,201504,0.7216,0,0.792,0.208
"A printer named Henry Spencer is on vacation when he learns that his ex-girlfriend, Mary X, has given birth to a terribly deformed baby. Henry marries Mary and the two try living together, but it d s not work out. So Mary leaves and Henry begins t...",Eraserhead,201504,-0.3182,0.173,0.827,0
"Health departments in three states have issued alerts about more users of the synthetic drug being rushed to hospitals, with some cases resulting in death.",Potent ‘Spice’ Drug Fuels Rise in Visits to Emergency Room,201504,0.2023,0,0.859,0.141
"Mr. Bush, who has long struggled to lose weight, has adopted a drastic program that is melting away pounds at a staggering rate.","Jeb Bush Is Definitely, Grumpily Running ... Away From Calories",201504,-0.3182,0.052,0.948,0
"There are critics of N.B.A. teams’ pregame chapel services, but many people in the league have made the practice an essential part of their pregame ritual.",N.B.A. Pregame Routine: Stretch. Tape Ankles. Join Hands in Prayer.,201504,-0.5994,0.14,0.86,0
New books include “We Could Not Fail: The First African Americans in the Space Program.”,Lives of the Scientists,201504,-0.6249,0.212,0.788,0
At least a dozen young performers were injured when a stage collapsed at an Indiana high school during the performance of a musical on Thursday night. Rough Cut (no reporter narration),Student performers injured in Indiana stage collapse,201504,-0.1531,0.06,0.94,0
"After a recession-induced lull, new construction catering to wealthy buyers is back in a big way in Connecticut.","In Fairfield, the Builders Are Back",201504,-0.5423,0.2,0.8,0
Modest home-improvement projects like replacing kitchen cabinet fronts or refinishing hardwood floors can be a better bet than a spare-no-expense renovation when it’s time to sell.,"Small Renovations, Big Payoff",201504,-0.7096,0.216,0.784,0
"The director of Tate Modern, Chris Dercon, will step down, following the departure of the leader of Tate Britain.","Tate Modern Director, Chris Dercon, to Step Down",201504,0.3612,0,0.857,0.143
"The ruling means that after two years of good behavior, the sentence of Li Yan, who killed her husband, will be commuted to life in prison. Later, it may be reduced further.","China, in Suspending Woman’s Death Sentence, Acknowledges Domestic Abuse",201504,0.6597,0,0.803,0.197
A prosecutor said an investigation had revealed that a Pakistani man who was in Rome in March 2010 was “described as a kamikaze.”,"Terrorist Cell May Have Sought to Attack the Vatican, Italian Officials Say",201504,0,0,1,0
Michael (Peter Ferdinando) is a ruthless undercover cop targeting London’s most violent drug traffickers.,Trailer: ‘Hyena’,201504,-0.6808,0.195,0.7,0.105
Diane Ackerman says that readers and writers provide a kind of outside family for one another.,Romanticizing the Reader,201504,0,0,1,0
The Justice Department confirmed that it had significant concerns that the merger “would make Comcast an unavoidable gatekeeper for Internet-based services that rely on a broadband connection to reach consumers.”,"Under Regulators’ Scrutiny, Comcast and Time Warner Cable End Deal",201504,-0.6361,0.259,0.741,0
The telescope began as a “technoturkey” that did not work properly. It has endured to become an icon of space exploration and science.,"25 Years Later, Hubble Sees Beyond Troubled Start",201504,0,0,1,0
Metropolitan Diary: Elation turned to disappointment as one reader watched what she thought was a bird of prey outside her window.,It’s a Bird! Wait.,201504,0.6486,0,0.805,0.195
Per Petterson’s new novel is about lost parents and the unexpectedly divergent paths of childhood friends who meet again as adults.,"‘I Refuse,’ by Per Petterson",201504,0.2263,0,0.917,0.083
The designer of the new Whitney Museum and the fashion house have created a handbag.,After Frank Gehry and Louis Vuitton Comes Renzo Piano and MaxMara,201504,-0.2023,0.139,0.756,0.105
"A loafer lapses into a hedonistic, drug-hazed life.","‘Lurid & Cute,’ by Adam Thirlwell",201504,0.4767,0.089,0.7,0.21
"Bayern Coach Pep Guardiola will take on Barcelona, his former club, in the semifinals for the first time, while the defending champion Madrid faces Juventus.",It’s Barcelona vs. Bayern Munich and Juventus vs. Real Madrid in the Champions League,201504,0.25,0,0.867,0.133
New migrants are rescued at sea as a Tunisian acccused of homicide and people trafficking appears in court over a weekend shipwreck that cost hundreds of people's lives. Rough Cut (No Reporter Narration),Migrants keep arriving,201504,0,0,1,0
The meeting on May 4 would be the first between the leaders of the Chinese Communist Party and Kuomintang since 2009.,China’s President to Meet With Head of Taiwan’s Governing Party Next Month,201504,0.5994,0,0.86,0.14
The actress Charlotte Rampling and the cellist Sonia Wieder-Atherton collaborated at the Park Avenue Armory.,Review: ‘The Night Dances’ Unites Plath and Britten,201504,0.1779,0.062,0.855,0.083
Let the arguments be televised and streamed.,End the Supreme Court’s Ban on Cameras,201504,0.4019,0,0.876,0.124
Parenting in America is experiencing a silent epidemic of conditional love.,Love and Merit,201504,0,0,1,0
"Saudi Arabia’s military intervention needs to end, relief supplies need to be delivered quickly and a political dialogue needs to be restarted.",Catastrophe in Yemen,201504,-0.4019,0.31,0.69,0
The Republican presidential hopefuls are resurrecting long-refuted ideas as if they actually worked.,Zombies of 2016,201504,0.6369,0,0.682,0.318
Cable’s Mega-Deal to Be Unplugged | HSBC Weighs Move From London | Deutsche’s Libor Damage,Morning Agenda: Cable’s Mega-Deal to Be Unplugged,201504,0.4767,0,0.866,0.134
"The presidential race will shift to a higher gear this weekend, as candidates and likely ones fan out to cattle calls and woo donors in early contest states.",Today in Politics: Iowa Again Becomes the Center of the Campaign World,201504,0,0,1,0
"Small farmers, working with self-help groups, save money and keep soil richer by using natural techniques and substances for pest control.","In India, Profitable Farming With Fewer Chemicals",201504,-0.4939,0.211,0.789,0
"With the Civil War ending, why were battle-hardened veterans so worried about reentering civilian life?",When the Soldiers Went Home,201504,0.6597,0,0.822,0.178
"The 172-mile canal would run from Brito, through Lake Nicaragua, to the Caribbean Sea.",Nicaragua’s Grand Canal,201504,0.8442,0,0.664,0.336
"Heading inland, one discovers the overlooked serene places on an island known for its packed discos and megayachts.","On Ibiza’s Quiet Side, Seafood Shacks and Deserted Coves",201504,-0.7761,0.342,0.658,0
"Opened last month opposite Old Trafford stadium, the home of the team Manchester United, the 133-room hotel is backed by five former Manchester United teammates.","In England, Soccer Is the Pitch",201504,0,0,1,0
"An essay by William N., one of the Top 10 winners of our Student Editorial Contest.",Editorial Contest Winner | Does Equal Opportunity Really Exist in America?,201504,0.4404,0.055,0.796,0.149
Armenia mourns the massacre of 1.5 million people by Ottoman Turks a century ago. Paul Chapman reports.,Armenian massacre: 100 years on,201504,0.6908,0,0.767,0.233
The A.N.C. has betrayed its ideals by failing to halt xenophobic violence.,South Africa Turns on Its Immigrants,201504,0.5994,0,0.741,0.259
"Amazon said in its first-quarter earnings report that its cloud division, Amazon Web Services, had revenue of $1.57 billion and operating income of $265 million.","Daily Report: Amazon Dominates Cloud Computing, but Tech Giants Are in Pursuit",201504,-0.5267,0.185,0.815,0
"We must limit global warming, or face massive economic and social discord.",Laurent Fabius: Our Climate Imperatives,201504,-0.891,0.538,0.377,0.085
"Friday and the weekend: Mets surging, unseasonable cold, and a coyote still on the loose.",New York Today: Bright Days for Mets Fans,201504,0.34,0,0.871,0.129
President Serzh Sargsyan described the killing of Armenians as “unprecedented in terms of volume and ramifications” at that point in history.,"Armenia, on Day of Rain and Sorrow, Observes 100th Anniversary of Genocide",201504,-0.2732,0.189,0.699,0.112
"Traditionally the cocoa used to make chocolate has been grown in Africa and exported to Europe and the U.S., but as Hayley Platt reports, Africans are now getting a taste for producing the sweet treat for themselves.",Africa gets taste for chocolate making,201504,-0.3182,0.15,0.85,0
Here’s what you need to know to start your day.,Your Friday Briefing,201504,-0.6597,0.18,0.82,0
Britain has a tax that hits banks like HSBC and Standard Chartered particularly hard because it is calculated on their global balance sheets.,HSBC to Weigh Moving Headquarters From London,201504,0.8201,0,0.818,0.182
"David W. Dunlap looks back at The Times’s claim that its headquarters was, at one point, the tallest building in New York City.",1905 | Times Building Is the Tallest in the City (With a Big Asterisk),201504,0,0,1,0
Heating your food in a microwave can have varying effects on the nutritional content.,Ask Well: Do Microwaves Degrade Food Nutrients?,201504,0.204,0.07,0.827,0.103
Armenia marks the anniversary of the massacre of 1.5 million people by Ottoman Turks a century ago. Rough cut (no reporter narration).,Armenia marks massacre centenary,201504,0,0,1,0
"Boxers George Chuvalo, Ron Lyle, Leon Spinks, Larry Holmes and other fighters discuss their experiences in the ring with Muhammad Ali.",Facing Ali,201504,0,0,1,0
"In the nation of Libria, there is always peace among men. The rules of the Librian system are simple. If you are happy, you will be arrested. If you cry, the law will hunt you down. If you read a contraband book or so much as look at a smuggled pa...",Equilibrium,201504,-0.2732,0.095,0.905,0
"The Barden Bellas are back, and this time they're headed to the World Championship of acapella where, every four years, the best groups from around the world compete for the title.",Pitch Perfect 2: A Look Inside (Featurette),201504,-0.0516,0.057,0.943,0
A young woman inherits a farm and is courted by three men with different backgrounds.,Far From The Madding Crowd: Suitors (Featurette),201504,-0.128,0.145,0.735,0.12
"The former Treasury secretary talks about his new book, “Dealing With China,” and why the United States-China relationship matters.",Q. and A.: Henry Paulson on ‘Dealing With China’,201504,0.7964,0,0.803,0.197
"The Barden Bellas are back, and this time they're headed to the World Championship of acapella where, every four years, the best groups from around the world compete for the title.",Pitch Perfect 2: Trouble Down Under (Featurette),201504,0,0,1,0
"After Maggie, a 16-year-old girl, becomes infected by a zombie, she has six weeks before she transforms.",Maggie: I'll Try,201504,0.5719,0,0.737,0.263
"Here are several paragraphs from an April 20 article, “On ‘The Americans,’ Holly Taylor Plays a 15-Year-Old Whose ‘Whole Life Is a Lie.’ ” Can you choose the best word or phrase for each blank?",Test Yourself | Holly Taylor and Teenage Fame,201504,0.7964,0,0.803,0.197
"After nice-guy Jamie is killed by neighborhood thugs, a mysterious figure with a black turbo race car shows up in town to take revenge.",The Wraith,201504,-0.4939,0.186,0.814,0
,They Call Me Mister Tibbs!,201504,0.7351,0,0.833,0.167
Filmmaker Matt Anderson travels across the United States to search for the cause of the unfolding global crisis.,Fall And Winter,201504,-0.836,0.283,0.717,0
"Set in the near-future, a tale which depicts a society in which game designers are worshipped as superstars and players can organically enter inside the games. Ted Pikul, a security guard, saves the life of a female reality game designer and is pu...",Existenz,201504,0,0,0,0
A young man agrees to be part of a test being conducted by a billionaire computer genius who has created a female robot.,Ex Machina (Trailer 2),201504,-0.3182,0.179,0.699,0.122
"Young blacksmith Thor yearns to be a great warrior, and he gets his chance when a magic hammer falls from the sky and into his lap. Now Thor will need to defeat the evil Ice Queen and unlock his full potential if he wants to save his village from ...",Thor: Legend Of The Magical Hammer,201504,0.7269,0,0.858,0.142
A bachelor races to England to stop the woman he loves from marrying the wrong man with the help of his two best friends and the woman's precocious daughter.,Three Men And A Little Lady,201504,0.4215,0,0.817,0.183
"A Times article looks at some recent examples of parties that grew so big and unruly, perhaps because of social media publicity, that they become dangerously out-of-control. Have you ever been to a party like this? What, if anything, do you think ...",Have You Been To Parties That Have Gotten Out of Control?,201504,0.2263,0.124,0.72,0.156
"Actor Jack Holden lives a hedonistic life along with his roommates Peter and Michael in New York City. But everything changes when a baby is left on their doorstep with a note saying that ""Mary"" is Jack's child, the product of a fling with a recen...",Three Men And A Baby,201504,0.8555,0.129,0.537,0.334
"Behind the scenes, AbTech Industries had been working to try to persuade the county, in Senator Skelos’s political backyard, to embark upon a more than $10 million storm-water project.","With Dean Skelos’s Son Aboard, AbTech Seemed Confident in Bid for Nassau County Contract",201504,0.5994,0.063,0.772,0.165
"For more than a year, since the Ukraine conflict erupted, European nations have been having an argument among themselves about how to respond to Russia.","Where Poles and Russians Meet, Ideals and Profits Clash",201504,0,0,1,0
"Flush with cash, Providence Equity Partners made a series of risky, and disastrous, bets during the private equity boom. Now its chief executive is aiming for redemption.",The Private Equity Firm That Grew Too Fast,201504,0,0,1,0
"As the council holds its biennial summit meeting Friday in northern Canada, its mission is being strained by the broad deterioration of relations with Russia.",Arctic Council Meeting Starts Amid Russia Tensions,201504,-0.5859,0.179,0.821,0
A man tries to get his creative writing teacher to kill his abusive mother.,Throw Momma From The Train,201504,-0.6908,0.192,0.808,0
"A 7,536-square-foot prewar condominium conversion, with an open layout and north and west Central Park views, was the sale of the week.",A Duplex on the Upper East Side for $18.5 Million,201504,-0.4019,0.101,0.899,0
"The 30-story condominium towers over the traditional walk-ups nearby, but its brick design will also borrow from the neighborhood’s historic flavor.",New Tower Tries to Fit Into Sutton Area,201504,-0.7906,0.408,0.459,0.133
"Art, books and ephemera fill the Gramercy Park home of the pioneering African-American runway model in the 1970s.","Bethann Hardison, Among her Mementos",201504,0,0,1,0
"High rents and more affordable mortgages are not persuading more renters to buy, according to a new study.",Renters Are Staying Put,201504,0,0,1,0
"A curious teen and a disillusioned inventor take on a dangerous mission to unearth the secrets of an enigmatic place called ""Tomorrowland.""",Tomorrowland (Uk Trailer 8),201504,0,0,1,0
A woman's sexually abusive husband is awarded custody of her children so she takes them and escapes via an underground railroad of sorts from Louisiana to Canada.,Ticket Out,201504,0,0,1,0
"Wyatt Earp tries to live a normal life with his family but is forced to fight outlaws, leading to the infamous showdown at the OK Corral.",Tombstone,201504,-0.5719,0.247,0.658,0.095
An aging rocker discovers a letter written to him by the late John Lennon and decides to alter the course of his life.,Danny Collins (Uk Trailer 1),201504,-0.25,0.134,0.732,0.134
"After Quentin goes on an all-night adventure through his hometown with his mysterious neighbor Margo, she suddenly disappears, leaving behind clues for Quentin and his crew to decode. The search pushes Quentin to explore the true meaning of friend...",Paper Towns: You're A Ninja Too (Uk),201504,-0.5424,0.222,0.661,0.117
,Two Men In Town (Us),201504,0,0,1,0
The bored wife of a staid husband begins a five-afternoons a week affair with a dashing bachelor.,Five Day Lover (Us),201504,0.4019,0.055,0.828,0.117
A crime syndicate who helped free an art forger demands he do a big job for them.,The Forger,201504,0,0,0,0
"Dirk Bogarde plays a scheming young man who uses his charm to wed an older wealthy woman. He stages her death to look accidental, but when he finds out that he will not be reaping financial reward from the death, he seeks out another victim.",Cast A Dark Shadow,201504,-0.2732,0.149,0.851,0
"After a four-year legal battle for control of Claridge's and its two sister landmark hotels in London, two British billionaires have sold their shares to the Constellation Hotels Group of Qatar.",Battle for Claridge's Ends in Sale to Qatari Group,201504,-0.0516,0.177,0.657,0.167
"When three friends discover a mysterious machine in their neighbor's apartment that is capable of taking pictures 24 hours into the future, they encounter a number of pressing questions, not least of which is the whereabouts of their neighbor. Rea...",Time Lapse,201504,-0.3506,0.201,0.623,0.176
Do you think the United States should continue to use unmanned drones to attack enemy fighters? Why?,"6 Q’s About the News | 2 Qaeda Hostages Were Accidentally Killed in U.S. Strike, White House Says",201504,0.1027,0.077,0.774,0.149
The world's first anti-malaria vaccine could get the go-ahead for use in Africa from October if approved by international regulators. Paul Chapman reports.,Anti-malaria jab hope,201504,0.7184,0,0.833,0.167
"Malaysia hosts the ASEAN Summit as members meet to spur economic cooperation, while first quarter earnings out around the region include electronics giants Samsung and LG. Pamela Ambler reports.",Asia Week Ahead: Economic plans for ASEAN nations,201504,-0.6553,0.341,0.543,0.117
"Photographs from the past week in New York City and the region include images of a Mets game, birds at Jones Beach and the Hunts Point Library in the South Bronx.",New York City’s Week in Pictures: April 24,201504,0.4215,0,0.887,0.113
"Despite obstacles like social norms, zoning laws and home design, communal living has a growing appeal for some people.",What the Single Ladies Have Wanted for More Than a Century,201504,0,0,1,0
A reader criticizes President Obama for failing to use the term to describe the mass killing of Armenians.,The Armenian Tragedy: Say the Word ‘Genocide’,201504,0,0,1,0
Readers respond to a news article about the deterioration of New York City’s libraries.,"Libraries, Still Relevant in the Digital Age",201504,0.1531,0.119,0.688,0.193
"Joel Raphaelson, a reader, writes that for him, “there’s a consideration even more important than policies”: a candidate’s judgment.",Who Gets My Vote,201504,-0.8779,0.419,0.581,0
Readers react to Gov. Bobby Jindal’s defense of businesses that refuse to offer wedding-related services to gay couples.,Responses to Gov. Bobby Jindal: Religious Objections to Gay Marriage,201504,0,0,1,0
"Steven Zeidman, a CUNY law professor, says that in New York if “you are poor, you languish in jail.”",An Archaic Bail System,201504,0.2716,0,0.878,0.122
"40 years after the end of the Vietnam War, many Vietnamese Americans who fled the country as children have returned to run businesses in their now-thriving homeland. Tara Joseph reports.",Vietnam a land of opportunity for returnees,201504,-0.1779,0.112,0.812,0.076
"With this week’s presentation of the World Press photo awards, Lens presents a conversation with photographers, curators and photo editors on the struggle between photojournalistic ethics and evolving visual storytelling strategies.",Fact and Fiction in Modern Photography,201504,-0.4767,0.154,0.846,0
Diplomats from five countries whose citizens will soon face a firing squad for drug trafficking were called to receive the required 72-hour notice.,Indonesia Moves to Execute Foreign Convicts,201504,-0.5994,0.119,0.881,0
Southern Argentina struggles to cope with a blanket of ash after the eruption of the Calbuco volcano in Chile. Rough cut (no reporter narration).,Chile volcano cloud spreads,201504,0.1779,0.069,0.841,0.09
Indonesia asks foreign embassies to send representatives to a top security jail where ten drug convicts facing execution are being held. Paul Chapman reports.,Indonesia executions 'countdown',201504,-0.34,0.103,0.897,0
"<!-- FAY WALDMAN -->WALDMAN--Fay. The Board of Trustees and staff of The Jewish Foundation for the Righteous mourn the passing of Fay Waldman, a survivor of Auschwitz, beloved mother of JFR Trustee, Hannah Waldman. We extend our heartfelt sympath...","Paid Notice: Deaths WALDMAN, FAY",201504,-0.5574,0.18,0.82,0
"Ms. Rivera stars as a wealthy woman who returns to her Swiss hometown with a tempting proposal of murder in this macabre, long-gestating musical.",Review: Chita Rivera Stars in Kander and Ebb’s ‘The Visit’,201504,0.4939,0,0.833,0.167
"In Lisa D’Amour’s dark comedy, the characters would rather not think about the unhappy past or the foggy future.",Review: ‘Airline Highway’ Is a Portrait of the Underclass of New Orleans,201504,0.8687,0.058,0.641,0.302
"Quotation of the day for Friday, April 24, 2015.",Quotation of the Day,201504,-0.4939,0.173,0.735,0.092
"Corrections appearing in print on Friday, April 24, 2015.","Corrections: April 24, 2015",201504,-0.0772,0.126,0.762,0.112
"By most accounts, hundreds of militants have been killed by drones. But the results of some strikes have turned out to be deeply troubling.",Drone Strikes Reveal Uncomfortable Truth: U.S. Is Often Unsure About Who Will Die,201504,0,0,1,0
"Hong Kong immigration officials barred Xiong Yan, an exiled dissident, from entering the territory after he publicly pleaded to be allowed to return to China to see his critically ill mother.",Exiled Tiananmen Protester Blocked From Entering Hong Kong,201504,0,0,1,0
A court in central China made clear that the real purpose of Li Chuncheng’s trial this week was to build a case against Mr. Zhou.,"Associate of Zhou Yongkang, China’s Fallen Security Chief, Admits Taking Bribes",201504,-0.8955,0.339,0.661,0
Television highlights.,What’s on TV Friday,201504,-0.4215,0.085,0.915,0
"Members of The Associated Press Sports Editors association met on Thursday with Manfred, the commissioner of Major League Baseball.",Rob Manfred Still Holds Little League Memories Close,201504,0.3818,0,0.894,0.106
Actor Sawyer Sweeten who starred as one of the twin boys in the 'Everybody loves Raymond' sitcom dies at 19. Paul Chapman reports.,Raymond' star dead,201504,0,0,1,0
This word has appeared in four New York Times articles in the past year.,Word of the Day | decant,201504,0,0,1,0
"Nadal, the eight-time champion, fell to Fabio Fognini, 6-4, 7-6 (6), in the third round on Thursday.",Rafael Nadal Loses Again in Barcelona,201504,0.5719,0,0.856,0.144
Obama honored the New England Patriots for winning their fourth Super Bowl in 14 years despite a “huge distraction” over underinflated footballs in their A.F.C. championship game.,President Obama Honors Champion Patriots,201504,0,0,1,0
"John Rivera Sedlar opens Eloisa, a culinary homage to his grandmother — and the other ladies in his life.","A Chef Embraces, and Returns to, His Santa Fe Roots",201504,0.5994,0,0.804,0.196
"There’s a negroni craze out there in cocktail land. This variation, with raicilla replacing gin, takes the classic in a new, slightly more earthy direction. If you prefer a slice of orange as the garnish instead of a twist of peel, go right ahead.",null,201504,0.9325,0,0.611,0.389
"A splash of pineapple juice fine-tuned with some lemon brightens sotol, a spirit with yeasty character and chamomile flavor. Pineapple is a reliable ingredient for most Mexican spirits. The drink is easy to assemble and the recipe can be doubled o...",null,201504,0,0,1,0
"AISENBERG--Michele Kaiden, of New York City, formerly of New Rochelle, NY, peacefully in her home on April 22, 2015. Mickey was a lifelong supporter and advocate for women's rights and liberal causes. A founding member of the Independent Democrats...","Paid Notice: Deaths AISENBERG, MICHELE KAIDEN",201504,-0.1531,0.039,0.961,0
"BONDY--Joan M. We note with sorrow the passing of our longtime member, Joan M. Bondy, and extend sincerest condolences to her bereaved family. Rabbi Angela W. Buchdahl, President David B. Edelson, Central Synagogue of New York City 1/3","Paid Notice: Deaths BONDY, JOAN M",201504,0.7269,0,0.831,0.169
"ERVIN--Judith, (nee Tingerthal) died April 19, at age 70, from complications of Alzheimer's Disease. Born in St. Paul, MN, she graduated from the College of St. Catherine and earned an MBA from New York University. She spent her career in New York...","Paid Notice: Deaths ERVIN, JUDITH",201504,0.6705,0,0.864,0.136
"PREWITT--Ken, 68, the consummate gentleman and authoritative voice of Bloomberg Radio, passed away at home in Manhattan on April 11, 2015. He embraced life. His greatest loves were his home in the Berkshires where he spent so many of his happiest ...","Paid Notice: Deaths PREWITT, KEN",201504,-0.4215,0.144,0.752,0.104
"AGUS--Dr. Saul. The Board of Directors of American Friends of Shalva mourn the passing of Saul Agus, beloved father of Shalva Board member Raanan Agus. We extend our deepest sympathies to his wife Marcelle and to Raanan, Nicole and the entire Agus...","Paid Notice: Deaths AGUS, DR",201504,-0.5574,0.081,0.919,0
"AGUS--Dr. Saul G. I am profoundly saddened by the loss of a beloved family friend, Dr. Saul G. Agus. His good deeds, his acumen, his good words, his dedicated devotion to his patients, his endless capacity for giving, and his love of life uplifted...","Paid Notice: Deaths AGUS, DR",201504,0.9201,0,0.763,0.237
"GOTTLIEB--Sybil (Friedman), loving mother of Diane, Judith and Andrew; grandmother of Joanna, Stewart, Miles, Harry and Leah. Sister of Charlotte Zavon, beloved aunt, cousin and friend. Services at Riverside Chapels, 21 Broad St., Mt. Vernon, 12 n...","Paid Notice: Deaths GOTTLIEB, SYBIL (FRIEDMAN)",201504,0.6486,0.057,0.777,0.166
"MURPHY--James F.,III, 85 of Garden City, LI passed away on April 22, 2015. Born in Brooklyn on August 10, 1929 and raised in Rockville Centre, LI, Jim graduated from the United States Military Academy at West Point in 1955. After three years in th...","Paid Notice: Deaths MURPHY, JAMES F.",201504,0.9595,0.091,0.511,0.398
