snippet,headline__main,year_mo,compound,negative,neutral,positive
"BEINFIELD--William H.,M.D., died peacefully on March 28, 2014 at the age of 95. Beloved and devoted husband of 57 years to the late Nancy Irle. Cherished and loving father of Robert Beinfield and Linda Hoffman. Adored grandfather of Sam, Noah, Bre...","Paid Notice: Deaths  BEINFIELD, WILLIAM H.",201404,0.9413,0.063,0.596,0.34
"GIBBONS--Barbara Halloran, Syndicated columnist (""The Slim Gourmet"") Barbara Halloran Gibbons died March 26, 2014 in Dallas, TX. Born in Newark, NJ, she lived in New Jersey through the mid 1990s, and wrote the three times weekly low calorie cookin...","Paid Notice: Deaths  GIBBONS, BARBARA HALLORAN",201404,-0.3542,0.127,0.801,0.072
"Rosenman--Phyllis, died March 30, 2014 after 94 full years of life. She was a devoted wife, mother, grandmother, great-grandmother, sister, aunt and mother-in-law. She will be forever missed.","Paid Notice: Deaths  ROSENMAN, PHYLLIS",201404,-0.4767,0.178,0.738,0.083
"MORGAN--Priscilla Miner. Born in Poughkeepsie, New York on October 10th, 1919, Priscilla died peacefully at home in Manhattan on March 30th, 2014. Great aunt and great friend. She studied at Vassar College and served as a WAVES officer during WWII...","Paid Notice: Deaths  MORGAN, PRISCILLA MINER",201404,0.9042,0.069,0.649,0.282
"MORGAN--Priscilla. The Trustees and staff of The Noguchi Museum join with the many who mourn the passing of the indefatigable and ever charming Priscilla Morgan, a founding member of the board and our first Honorary Life Trustee. A force of nature...","Paid Notice: Deaths  MORGAN, PRISCILLA",201404,0.7845,0.059,0.695,0.246
MORGAN--Priscilla. Legendary and generous supporter of the arts leaves an enduring mark on the organizations and lives of so many individuals that she helped cultivate and enrich. She passionately and fastidiously honored the legacy of Isamu Noguc...,"Paid Notice: Deaths  MORGAN, PRISCILLA",201404,0.9118,0,0.724,0.276
"BEINFIELD--Dr. William H. In loving memory of Bill, an exceptionally gifted student of medicine, financial markets and life. I will miss my friend, confidant and advisor. David","Paid Notice: Deaths  BEINFIELD, DR",201404,0.7579,0.05,0.726,0.224
"MORGAN--Priscilla. Ghetto Film School mourns the death of our dear friend and supporter, Priscilla.","Paid Notice: Deaths  MORGAN, PRISCILLA",201404,-0.1027,0.302,0.372,0.326
"Chris’s Hondros’s “Testament” captures the mind and eye of a photographer killed in war. But to those who knew him, it is a chance to continue conversations started long ago.",Finding Chris Hondros,201404,-0.8126,0.237,0.706,0.056
"Led by announced acquisitions like Comcast’s $45 billion bid for Time Warner Cable, the dollar volume of mergers worldwide rose 35 percent in the first three months of the year, compared with the same period a year ago. It was the strongest start ...",Strong Start in Deal-Making,201404,0.6597,0,0.884,0.116
"On Tuesday, officials released names of 22 of the 28 confirmed dead from last month’s landslide in Oso, Washington. At least 20 more are still missing.",An Accounting of the Victims,201404,-0.7759,0.22,0.78,0
"Chris’s Hondros’s “Testament,” captures the mind and eye of the late war photographer. But to those who knew him, it’s a chance to continue conversations started long ago.",Finding Chris Hondros,201404,-0.4404,0.126,0.809,0.065
All you need to know in photos.,Here is your evening in photos.,201404,0,0,1,0
All you need to know in photos.,Here is your evening in photos.,201404,0,0,1,0
All you need to know in photos.,Here is your evening in photos.,201404,0,0,1,0
Here are some of the things that got people talking today.,Your Evening Briefing,201404,0,0,1,0
"If you don’t have everything you need to file your taxes on time, you can file for an extension.",Running Late? Push Federal Tax Day Back to October,201404,0,0,1,0
"Amid rain and fog, more than 280 riders of all levels participated in the Red Hook Criterium in Brooklyn, N.Y., last Saturday.",Red Hook Criterium,201404,0,0,1,0
A chimney built by German P.O.W.s now sits on land owned by a Jewish family with deep roots in Charleston.,Mortar and Bricks Divide a Charleston Community,201404,0,0,1,0
"After two years of renovations, Tavern on the Green in Central Park will open for dinner on April 24.",Tavern on the Green Accepting Reservations,201404,0,0,1,0
Lolita Chakrabarti’s “Red Velvet” reflects on the evening in 1833 when London theatergoers first saw a black actor play Othello.,Grandeur Under Siege,201404,0.34,0,0.882,0.118
"When traveling, the less the system works, the more important gestures of humanity become.",Humanity Amid the Disorder,201404,0.2716,0,0.861,0.139
"What you need to know to start your day: Big Business grilled on the Hill, a White House victory lap, and an iBirthday.",Your Tuesday Briefing,201404,0,0,1,0
"The Rangers are on an upswing lately, but the Canucks, the team they swapped coaches with before this season and will face Tuesday, are in 10th place in the Western Conference.",Tortorella and Vancouver Experience Frustrating Turnabout,201404,0,0,1,0
"The Mexican club Puebla said it would not release its two American defenders, DaMarcus Beasley and Michael Orozco, to join the United States national team for Wednesday’s exhibition game against Mexico in Glendale, Ariz.",Puebla Keeps U.S. Players,201404,0.6486,0,0.831,0.169
"Travis Zajac scored the first of his career-best three goals just 12 seconds in, and the Devils held on for a wild 6-3 victory at home over the Florida Panthers after nearly blowing an early three-goal lead.",Devils Hold Off Panthers,201404,-0.5719,0.096,0.904,0
The Giants re-signed defensive tackle Mike Patterson and added cornerback Zack Bowman on Monday.,Giants Sign 2 on Defense,201404,0.0258,0,0.922,0.078
"Teams from Russia and Ukraine put aside political tensions to contest a World Series of Boxing quarterfinal in Moscow, with Russia winning, 4-1.",Russia and Ukraine Meet,201404,0.1779,0.103,0.766,0.13
The Kansas freshman Andrew Wiggins said officially that he was headed to the N.B.A. after his only season with the Jayhawks.,Andrew Wiggins to Enter N.B.A. Draft,201404,0,0,1,0
"England’s dismal winter ended in ignominy as it bowed out of the World Twenty20 with an embarrassing 45-run loss to the Netherlands in Chittagong, Bangladesh.",England Falls to Netherlands in Cricket,201404,-0.836,0.288,0.712,0
"Tony Parker scored 22 points against the Indiana Pacers on Monday night, helping the San Antonio Spurs to their 18th straight victory, a franchise-record.",Spurs’ 18th Straight Win Helps Heat Pass Pacers,201404,0.4767,0,0.837,0.163
Notre Dame advanced to the Final Four for a fourth straight season with an 88-69 win over Baylor on Monday night.,Notre Dame Returns to Final Four,201404,0.7717,0,0.688,0.312
Television highlights.,What’s on Tuesday,201404,0,0,1,0
"Despite an uprising and democratic elections years ago, many voters said they had come to view their earlier electoral success as the beginning of the end of local self-governance.","Years After Revolt, Chinese Village Glumly Returns to Polls",201404,0.5719,0,0.883,0.117
"The average price for an apartment passed $1.7 million in the first quarter as the average price per square foot reached $1,363, according to reports by major brokerages.",Ultraluxury Apartment Sales Drive Records in Manhattan Real Estate,201404,0.1027,0,0.951,0.049
"It seemed as though ABC had a drama in mind, but Mr. Semple immediately saw the absurdity in the character of a wealthy bachelor who enjoyed dressing up as a bat to fight crime.","Lorenzo Semple Jr., Creator of TV’s ‘Batman,’ Dies at 91",201404,-0.1154,0.19,0.63,0.18
"When these three design missteps are brought together, they can actually transform a room.",The Refined Couch Potato,201404,0,0,1,0
The multi-hyphenate ambassador of chic on her newest addition to the RODIN line: a recreation of the way her mother smelled.,"Linda Rodin’s Memory of Her Mother, in a Bottle",201404,0.2732,0,0.9,0.1
"Jimmy Rollins hit a grand slam, and John Mayberry Jr. had a two-run double that put the Philadelphia Phillies ahead in a wild 14-10 victory Monday over the Texas Rangers.",Nationals Rally Over Mets in 10,201404,0.1027,0.085,0.817,0.098
"Lottery numbers for New York, New Jersey and Connecticut.","Winning Lottery Numbers for March 31, 2014",201404,0,0,1,0
"A barge separated from its mooring for the third time Sunday and, for the first time, the contractors building the replacement bridge were penalized for the safety lapse.",Runaway Barge Irks Tappan Zee Officials,201404,0.4215,0,0.903,0.097
"Residents of Thompson, Conn., were excited when Mario Buatta bought a historic Gothic Revival home 22 years ago, but they say it is in worse shape now.","With Connecticut Project Stalled, Renowned Decorator Falls Out of Favor",201404,-0.5346,0.139,0.804,0.057
"Bryce Harper was helped off the field in the second inning after colliding with Mets second baseman Eric Young Jr., but he said he passed his concussion tests and returned to finish the game.",Concussion Testing for Nationals’ Harper During Game,201404,-0.0644,0.036,0.964,0
"Quotation of the day for Tuesday, April 1, 2014.","Quotation of the Day for Tuesday, April 1, 2014",201404,0,0,1,0
"Corrections appearing in print on April 1, 2014.","Corrections: April 1, 2014",201404,0,0,1,0
"The once warm relationship between India and the United States has decidedly cooled, marked by disagreements over important diplomatic issues, like the crisis in Ukraine.","Years After Obama Hailed Warming Ties With India, the Temperature Has Fallen",201404,0.0258,0.198,0.544,0.258
Prosecutors filed an appeal on Monday to block a court from granting a retrial to a former boxer convicted of murder whose release last week after 48 years on death row exposed problems in Japan’s justice system.,Japan: Man Freed From Death Row Faces New Effort to Block a Retrial,201404,-0.8689,0.322,0.56,0.118
Police officers on Monday beat antigovernment protesters who defied a ban on public demonstrations to demand a license for what would be Cambodia’s first opposition television channel.,Cambodia: Protest Rally Thwarted,201404,-0.7184,0.241,0.759,0
"The city of Detroit on Monday evening proposed new details, including potentially larger cuts to pensions for some retirees, for its plan for paying off portions of its debts.",Detroit’s Revised Debt Plan May Cut Pensions Deeper,201404,-0.296,0.073,0.927,0
"Gov. Andrew M. Cuomo said the investigative commission, which he formed last July, was no longer necessary because of reforms he had persuaded lawmakers to support.",Capitol Corruption Panel’s Demise Angers Watchdogs,201404,0.128,0.076,0.83,0.093
"SILBERSTEIN-STORFER--Muriel. We, at the Mount Sinai Health System, are deeply saddened by the passing of Muriel Silberstein-Storfer, an arts advocate and gifted teacher whose passionate approach to arts education helped several generations of chil...","Paid Notice: Deaths  SILBERSTEIN, STORFER, MURIEL",201404,-0.0754,0.094,0.819,0.087
"ROSS--Arnold S.,died peacefully one day after his 81st birthday, having celebrated the occasion surrounded by his beloved family. A graduate of the Peddie School in Hightstown, NJ, Arnold received his B.S. in Economics from the University of Penns...","Paid Notice: Deaths  ROSS, ARNOLD S.",201404,0.886,0,0.766,0.234
"MORGAN--Priscilla. The Trustees and staff of The Noguchi Museum join with the many who mourn the passing of the indefatigable and ever charming Priscilla Morgan, a founding member of the board and our first Honorary Life Trustee. A force of nature...","Paid Notice: Deaths  MORGAN, PRISCILLA",201404,0.7845,0.059,0.695,0.246
"SUDARSKY--R. David, of North Ocean Blvd.,Ft Lauderdale died last evening at the age of 88. He grew up in Hartford on Canterbury St., the youngest son of Charles and Dora Sudarsky. His parents recognized his unique scholastic ability and sent him t...","Paid Notice: Deaths  SUDARSKY, R. DAVID, OF NORTH OCEAN BLVD.",201404,-0.3182,0.078,0.871,0.05
"MORGAN--Priscilla. We mourn the passing of Priscilla Morgan, a woman of rare vision who believed in the interconnectedness of the arts and the bringing together of many creative people including architects in their endeavor to create better public...","Paid Notice: Deaths  MORGAN, PRISCILLA",201404,0.7269,0.063,0.716,0.221
"STERNGASS--Adele Hillman Starr, died peacefully on April 1, 2014 at age 91. Devoted mother of Amy Starr, Jonathan Sterngass and Karen Weltman. Loving grandmother of Laura Schechter and Vicente Garcete, David Schechter, Rachel and Anatoly Brekh- ma...","Paid Notice: Deaths  STERNGASS, ADELE HILLMAN STARR",201404,0.7506,0.077,0.708,0.215
"MARGULIES--Herbert. April 2, 2009. 5 years today, still loved and missed by family. Suzy Sankel","Paid Notice: Memorials  MARGULIES, HERBERT",201404,0.4019,0.122,0.663,0.215
"BROOKS--William R.,Jr., on March 30, 2014. Beloved father of Alexander. Brother of Sean and Christian. Advertising executive for many years in New York and Los Angeles. A memorial service will be held at Frank E. Campbell, 1076 Madison Ave., at 81...","Paid Notice: Deaths  BROOKS, WILLIAM R.",201404,0.5106,0,0.922,0.078
"BEINFIELD--Dr. William H. In loving memory of Bill, an exceptionally gifted student of medicine, financial markets and life. I will miss my friend, confidant and advisor. David","Paid Notice: Deaths  BEINFIELD, DR",201404,0.7579,0.05,0.726,0.224
"Quotation of the Day for Wednesday, April 2, 2014.","Quotation of the Day for Wednesday, April 2, 2014",201404,0,0,1,0
"Despite signs of economic recovery, many in Europe are struggling to recover from the harsh downturn, straining government safety nets.",No Easy Comeback,201404,-0.6369,0.299,0.597,0.104
Here are some of the things that had people talking today.,Your Evening Briefing,201404,0,0,1,0
"Every April 1, automakers and automotive publications crank out a few silly jokes and pranks in celebration of the world’s strangest celebration.",A Few Auto Industry April Fools’ Day Pranks,201404,0.2732,0,0.86,0.14
The little mermaids in two new picture books make for a refreshing and amusing departure from their famous predecessor.,Modern Mermaids,201404,0.3818,0,0.867,0.133
A guide to the system of virtual currency.,How to Explain Bitcoin to Your Mom!,201404,0,0,1,0
"What you need to know to start your day: A push for the $10.10 minimum wage, the streaming wars begin anew, and watch out for measles and mumps.",Your Wednesday Briefing,201404,-0.5574,0.122,0.878,0
"Corrections appearing in print on April 2, 2014.","Corrections: April 2, 2014",201404,0,0,1,0
The Rangers won their 25th road game of the season and solidified their hold on a playoff spot.,Rangers Set Road Record With Win in Vancouver,201404,0.5719,0,0.812,0.188
Television highlights.,What’s On Wednesday,201404,0,0,1,0
"West Indies sailed into the World Twenty20 semifinals after Dwayne Bravo’s power hitting and Samuel Badree’s spin bowling fashioned an 84-run victory over Pakistan in Mirpur, Bangladesh.",West Indies in World Twenty20 Semifinals,201404,0,0,1,0
"Muriel E. Bowser won a stunning upset on Tuesday in the Democratic primary for mayor in a race that turned on the integrity of the incumbent, Vincent C. Gray.",D.C. Mayor Is Defeated in Upset at Primary,201404,0.743,0.075,0.667,0.258
Second-ranked Suzann Pettersen of Norway withdrew from the Kraft Nabisco Championship because of an aggravated disk in her back.,Pettersen to Miss a Major,201404,0,0.127,0.746,0.127
"The United States will be the top seed in the International Crown, a new L.P.G.A. Tour team event to be held July 24 to 27 at Caves Valley in Maryland.",U.S. Top Seeded,201404,0.5574,0,0.854,0.146
"The Jets continued to revamp their receiving corps by signing Ford, a 5-foot-9-inch speedster who also returns punts and kickoffs.",Jets Add Receiver Jacoby Ford,201404,0,0,1,0
"Top-ranked Serena Williams was ousted Tuesday from the Family Circle Cup in Charleston, S.C., shocked in straight sets by No. 78 Jana Cepelova of Slovakia, 6-4, 6-4.",Serena Williams Loses,201404,-0.3818,0.148,0.789,0.063
"Lee Evans, a double Olympic champion from 1968, was barred from coaching for four years for providing a minor in Nigeria with performance-enhancing substances, the country’s federation said.",Ex-Olympian Track Coach Barred,201404,0.5994,0,0.865,0.135
Tyler Ennis scored twice in the third period and again in the shootout to lead the host Buffalo Sabres to a 3-2 win over the Devils.,Devils Lose to Sabres in Shootout,201404,0.0258,0.121,0.754,0.125
Mr. Knuckles was often called the “godfather of house” for helping that percussive genre of dance music spread from Chicago nightclubs to global popularity and influence.,"Frankie Knuckles, 59, Pioneer House D.J., Dies",201404,0.6486,0,0.819,0.181
"The Nets clinched their second consecutive playoff berth and extended their home winning streak to 14 games, setting a franchise record.","Once Stumbling, Nets Are Surging Into Playoffs",201404,0.5267,0,0.848,0.152
"Yeast-risen waffles have a lovely, complex tang that works beautifully with whatever sweet topping you apply – honey, maple syrup, fruit jam. You can make the batter the night before and let it rise in the refrigerator until breakfast time. Or, it...",Any Excuse to Eat Waffles,201404,0.8885,0,0.784,0.216
"This recipe is from the celebrated food writer Laurie Colwin, and in some ways it is quintessentially hers. There’s the delicious richness of the dish, its unfussiness and nostalgic value. There is the constant awareness of the plight of the busy ...",Laurie Colwin: A Confidante in the Kitchen,201404,0.9186,0,0.745,0.255
"This old-school chicken, Sunday-night-supper chicken, even dinner party chicken, is baked for about two hours (yes, you read that correctly: two hours) until its bread crumb-coated skin is crisp — yet the meat miraculously maintains its moisture. ...",Laurie Colwin: A Confidante in the Kitchen,201404,0.4019,0,0.932,0.068
"This dish comes from Daniele De Michele, the Italian slow-food activist and disc jockey who calls himself D.J. Donpasta. Mr. De Michele has traveled around Italy, interviewing cooks, artisans and fishermen, and collecting recipes in an effort to p...",Italian D.J. Fights to Keep Culinary Traditions,201404,0,0,1,0
"The writer Laurie Colwin had an obsession with gingerbread, publishing a few different essays and recipes exploring its charms. In the essay that precedes this moist, cakelike rendition, from her book “Home Cooking,” she writes that it is “home fo...",Laurie Colwin: A Confidante in the Kitchen,201404,0.128,0.057,0.875,0.069
Yasiel Puig hit a 410-foot drive for a two-run homer and Zack Greinke won his season debut.,Dodgers Defeat the Padres Behind Puig and Greinke ,201404,0.5719,0,0.791,0.209
"Lawmakers approved a bill that says state and local governments cannot put a substantial burden on religious practices, a measure that prompted debate about possible discrimination.",Mississippi: Bill to Shield Religious Practices Passes,201404,0.5594,0.059,0.746,0.194
"Lottery numbers for New York, New Jersey and Connecticut.","Winning Lottery Numbers for April 1, 2014",201404,0,0,1,0
"One billion are in circulation, but it has always lagged in popularity behind the $1 bill.","Two Dollar Bill Is Oddity, but Some Love the Tender",201404,0.3291,0.134,0.668,0.198
The teams are both still jockeying for the postseason and can affect each other’s position.,Last Clashes for Nets and Knicks,201404,0,0,1,0
Brazil’s defense minister has agreed to investigate military facilities where human rights abuses were believed to have been committed during the country’s 21-year dictatorship.,Brazil to Focus on Past Abuses,201404,0.0258,0.123,0.683,0.195
"A suicide bomber rammed his explosive-laden car into a convoy of army vehicles in the city, and hours later, gunmen sprayed an army checkpoint with bullets.",Iraq: Eight Soldiers Are Killed as Election Campaign Begins,201404,-0.6705,0.164,0.836,0
"As of Tuesday afternoon, Gov. Chris Christie of New Jersey was refusing to make public the interviews that, his lawyer asserts, “vindicate” the governor in the traffic-jam-as-punishment scheme run by his aides.",Missing From Christie’s Proof-of-Innocence Claim: The Proof,201404,-0.4019,0.08,0.92,0
Charges against Pacific Gas and Electric were linked to a 2010 natural gas pipeline explosion that killed eight people in the San Francisco Bay Area.,Pacific Gas and Electric Charged With 12 Felonies in Explosion,201404,-0.6249,0.219,0.698,0.083
"The death toll in Syria’s three-year-old conflict has exceeded 150,000, an activist group said Tuesday as fighting raged across the country.","Syria: War Deaths Top 150,000, Human Rights Group Says",201404,-0.8934,0.408,0.592,0
"Japan reopened a small part of the 12-mile evacuation zone around the destroyed Fukushima Daiichi nuclear plant, allowing residents to return to live in their homes for the first time since the accident three years ago.",Small Area Open Near Fukushima,201404,-0.743,0.16,0.84,0
Television reports showed two antiriot vehicles moving along a street and firing water cannons at groups calling for a recount.,Turkey: Police Break Up Protest Over Voting Irregularities,201404,-0.34,0.124,0.876,0
"A radical Islamic leader who had been accused by the United States and the United Nations of supporting the Shabab, a Somali militant group, was assassinated late Tuesday.",Kenya: Islamic Leader Is Killed,201404,0.743,0.067,0.673,0.26
"Markus Kennedy played a key role for the Mustangs, with a game-high 21 points and some crucial scoring plays.",S.M.U. Holds Off Clemson to Advance to N.I.T. Final,201404,0.5267,0,0.773,0.227
"A strong quake struck off Chile, forcing an evacuation along the country’s long coastline and putting the entire Pacific Coast of South America on tsunami alerts.",Earthquake Hits Off Coast of North Chile,201404,0.3182,0.071,0.813,0.117
"With money secured from Albany for its top policy priority of prekindergarten classes, Mayor Bill de Blasio and his team are eager to begin a new phase with the public and the press.","At a Momentary Peace With Albany, de Blasio Sees an Opportunity to Reboot",201404,0.7184,0,0.806,0.194
"COOPERMAN--Sidney. Park East Synagogue mourns the passing of our honorary Trustee, Sidney Cooperman, whose leadership and generosity as Chairman of the Board benefited the Synagogue and the establishment of our day school. We also note the recent ...","Paid Notice: Deaths  COOPERMAN, SIDNEY",201404,0.5106,0.075,0.754,0.171
"ROSENBAUM--Ruth Bettina, (nee Van Dyck), dazzled with her intellect and beauty. Died peacefully on April 1, at Fritz Reuter Lifecare, New Jersey, after a valiant battle against Alzheimer's and Parkinson's. Born in Danzig in 1920, Ruth was a 40 yea...","Paid Notice: Deaths  ROSENBAUM, RUTH BETTINA",201404,0.6124,0.126,0.668,0.206
MORGAN--Priscilla. Legendary and generous supporter of the arts leaves an enduring mark on the organizations and lives of so many individuals that she helped cultivate and enrich. She passionately and fastidiously honored the legacy of Isamu Noguc...,"Paid Notice: Deaths  MORGAN, PRISCILLA",201404,0.9118,0,0.724,0.276
"ROSS--Arnold S.,died peacefully one day after his 81st birthday, having celebrated the occasion surrounded by his beloved family. A graduate of the Peddie School in Hightstown, NJ, Arnold received his B.S. in Economics from the University of Penns...","Paid Notice: Deaths  ROSS, ARNOLD S.",201404,0.886,0,0.766,0.234
"LEVY--Ronald Irwin, LLB, NYU '56, passed away at the age of 81 on April 2, 2014. Dear husband of Muriel (Gerstenfeld) for 57 years. Proud father and grandfather of Irwin (Susan Werman) and Noah; Robert, MD (Sally Tucker) and Rebekah and Andrew; Ma...","Paid Notice: Deaths  LEVY, RONALD IRWIN",201404,0.6908,0,0.878,0.122
"SMULEWICZ--Renate G. Beloved mother, grandmother, sister, aunt, and friend, passed away on Wednesday, April 2, 2014. She was a Holocaust survivor and former microbiologist. She joins her husband, Kuba, son, Dani, father, Henryk Grzes, and mother, ...","Paid Notice: Deaths  SMULEWICZ, RENATE G",201404,0.8402,0,0.786,0.214
"LEVY--Albert N.,Roslyn, NY, died on March 31, 2014. Beloved and dedicated husband of 64 years to the late Terrie Levy. Devoted father of Mitchell (Lucy), Jeffrey (Amy), Gregg and Robin (Michael Love). Loving grandfather of Meredith and Stephanie. ...","Paid Notice: Deaths  LEVY, ALBERT N.",201404,0.8519,0.071,0.673,0.255
"BEROL--Mary Perrotty, known to all as ""Honey"", died peacefully at her home in Memphis, TN on March 31, 2014. Mary was born in Coxsackie, NY on August 20, 1916. A lifelong New Yorker, she dedicated her amazing energies to numerous civic and philant...","Paid Notice: Deaths  BEROL, MARY PERROTTY",201404,0.8176,0.068,0.702,0.23
"Quotations of the Day for Thursday, April 3, 2014.","Quotations of the Day for Thursday, April 3, 2014",201404,0,0,1,0
"Joseph Ponte, New York’s newly appointed corrections commissioner who starts his new position on Monday, spent the last three years in Maine remaking the state’s corrections system.",Inside a Maine Prison,201404,0,0,1,0
"For almost three decades, Tyree Guyton, an artist, has been turning mostly empty homes and lots near Heidelberg Street in Detroit into what he sees as an art installation.","Homes as Art, Destroyed in Detroit",201404,-0.2023,0.06,0.94,0
These are some of the things that got people talking today.,Your Evening Briefing,201404,0,0,1,0
"What you need to know to start your day: redefining “full time,” declassifying C.I.A. interrogations, and the S.&P. 501.",Your Thursday Briefing,201404,0,0,1,0
"Using a new test, 13 out of 34 of child safety seats evaluated by Consumer Reports received the highest rating of Best.","In a More Rigorous Test, Consumer Reports Looks at Infant Seats",201404,0.7906,0,0.731,0.269
"Corrections appearing in print on April 3, 2014.","Corrections: April 3, 2014",201404,0,0,1,0
State Attorney General Eric T. Schneiderman on Thursday is expected to announce a push to have law enforcement officers carry a drug that is effectively an antidote to overdose.,Proposal Would Provide New York Police With Kits to Combat Overdoses,201404,0.4404,0,0.9,0.1
"Ms. Morgan was a doyenne of international culture, longtime official of the Spoleto arts festival and all-around facilitator for artists of many stripes.","Priscilla Morgan, Cultural Matchmaker, Dies at 94",201404,0.4939,0,0.868,0.132
Mr. Levinson was a prominent Op Art sculptor who used plexiglass and other nontraditional materials in creating work that actively affects the viewer’s perception.,"Mon Levinson, 88, Op Art Sculptor, Dies",201404,0.7003,0,0.746,0.254
Television highlights.,What’s on Thursday,201404,0,0,1,0
"The Astros paid tribute to Derek Jeter, the first of what is destined to be many gestures of homage this season, and then beat the Yankees.","After Jeter Is Honored, Yankees Suffer Indignity: Another Loss to Astros",201404,0,0,1,0
The head of judo’s world governing body fired back at international cycling’s chief for suggesting judo could be moved to the Winter Olympics.,Judo Chief Dislikes Plan to Move Sport to Winter,201404,-0.5574,0.141,0.859,0
"FIFA’s secretary general, Jérôme Valcke, again raised concerns over Brazil’s World Cup preparations, saying that the stadium for the opening game in São Paulo is among those that worry him most.",FIFA Executive Says Brazil Is ‘Not Ready’ for World Cup,201404,-0.4404,0.088,0.912,0
"Indulging his inner synesthete, the Turner Prize-winning artist Richard Deacon refracts Katie Peterson’s verse on the metamorphosis of the mind.",Sensory Perception,201404,0,0,1,0
"Gustav Nyquist broke a tie with seven minutes left in the third period, and the host Detroit Red Wings held on to beat the Boston Bruins, 3-2.",Red Wings Stop Bruins’ Road Streak,201404,-0.4215,0.101,0.899,0
"Josh Bailey had a goal and an assist for the second straight night, and the visiting Islanders earned back-to-back victories with a 2-1 win over the Ottawa Senators.",Islanders Prevail in Ottawa,201404,0.6908,0,0.808,0.192
"Venus Williams advanced at the Family Circle Cup in Charleston, S.C., battling from behind to defeat Chanelle Scheepers, 7-5, 7-5.",Venus Williams Wins; Stephens Is Ousted,201404,-0.4767,0.212,0.705,0.083
"Tyler Johnson and Cezar Guerrero combined for 25 points in a first-half barrage, and visiting Fresno State beat Siena, 89-75, in the College Basketball Invitational to set up a decisive third game.",Fresno State Evens C.B.I. Final Series,201404,0.2263,0,0.939,0.061
"St. Lawrence forward Greg Carey, St. Cloud State forward Nic Dowd and Boston College forward Johnny Gaudreau are the finalists for the award, given to the top player in college hockey.",Three Finalists Named for Hobey Baker Award,201404,0.6486,0,0.845,0.155
"The city comptroller, Scott M. Stringer, is issuing a directive that he says will standardize how information technology contracts are handled across all city agencies.",Stringer to Increase Oversight of New York City’s Computerization Contracts,201404,0,0,1,0
"A man, who was working for Alpha General Contractor of New York, fell through an area where planks had been removed onto scaffolding at the Dream New York hotel on West 55th Street, officials said.",Worker Is Killed in Fall at a Midtown Hotel,201404,0.25,0,0.943,0.057
"After the Nationals ensured that he was not experiencing concussion-like symptoms from being kneed in the head in the opener, Bryce Harper played and went 0 for 4.","Passing Concussion Tests, Harper Returns to Lineup",201404,0.34,0,0.915,0.085
The Nets were clearly exasperated by the referees as Jason Kidd and Joe Johnson were charged with technical fouls and Paul Pierce was charged with a flagrant foul.,"Lacking Discipline, Nets Meet Punishment",201404,-0.4019,0.199,0.717,0.084
"In a tearful interview from Russia, Viktor F. Yanukovych said he would try to negotiate with President Vladimir V. Putin the region’s return to Ukraine.",Deposed Ukrainian Leader Calls Crimea Annexation a ‘Tragedy’,201404,0,0,1,0
"Mayor Bill de Blasio plans to name Michael Schlein, a close friend with deep ties to Wall Street, as chairman of the Economic Development Corporation.",De Blasio Naming Ex-Banker as Economic Development Corp. Chairman,201404,0.4939,0,0.878,0.122
The Astros honored an uncomfortable Derek Jeter before the start of Wednesday night’s game.,"On the First Stop of a Farewell Tour, Jeter Does a Ceremony in a Flash",201404,0.296,0.141,0.652,0.207
"J. R. Smith scored 24 points to lead the Knicks, who moved past the Hawks by percentage points, and Carmelo Anthony collected 23 points and 10 rebounds.","Playing Like a Playoff Team, the Knicks Move Into Eighth",201404,0,0,1,0
Prime Minister Shinzo Abe said Wednesday that he would comply with an international court order to halt Japanese whale hunts off Antarctica.,Japan Says It Will Abide by Whaling Ruling,201404,0,0,1,0
The former deputy director of the C.I.A. said he was not pressured to edit the widely debunked talking points on the 2012 Benghazi attack in an effort to protect President Obama and former Secretary of State Hillary Rodham Clinton.,Ex-C.I.A. Official Defends Actions After Benghazi Strike,201404,0.0428,0.071,0.83,0.098
"A legislative judiciary committee ruled that Charla Nash, who was mauled and blinded in an attack by a 200-pound chimpanzee, could not sue Connecticut.",Woman Mauled by Chimp Can’t Sue Connecticut,201404,-0.4767,0.129,0.871,0
China’s cabinet decided to continue the breaks for small and very small enterprises through 2016 and said it was considering significantly broadening them.,China Extends Tax Break Program to Spur Economy,201404,0,0,1,0
The Interior Ministry has rejected a request from former President Pervez Musharraf to go abroad for what he contends is a chance to seek medical treatment and to see his ailing mother.,Pakistan: Musharraf Barred From Traveling Abroad,201404,-0.3182,0.099,0.841,0.06
Special operations forces arrested 24 people Wednesday who were suspected of planning a violent independence campaign for the wealthy northeastern Veneto region.,Italy: 24 Suspected of Secessionist Plot Are Arrested,201404,-0.5719,0.296,0.532,0.173
Employees of the ministry on Wednesday announced the end of an unprecedented strike over pay and working conditions that had shut the offices and 103 missions abroad for over a week.,Israel: Foreign Ministry Strike Ends,201404,-0.2263,0.094,0.906,0
Greece’s Parliament on Wednesday voted to lift the immunity of another four of the Golden Dawn party’s lawmakers so they can face trial on charges of setting up a criminal organization.,Greece: Immunity Lifted for Lawmakers,201404,-0.6705,0.164,0.836,0
