snippet,headline__main,year_mo,compound,negative,neutral,positive
"ABRAMSON--Richard. What a unique gentleman; accomplished and so modest. Kind and gentle, we will miss him. Roberta and Stanley 1/3","Paid Notice: Deaths  ABRAMSON, RICHARD",201601,0.835,0.061,0.575,0.363
"MURPHY--Arthur W. Columbia Law School mourns the passing of Arthur W. Murphy, beloved professor for nearly 50 years, distinguished alumnus, and trusted governmental adviser on legal issues surrounding atomic energy and nuclear power. His voice of ...","Paid Notice: Deaths  MURPHY, ARTHUR W",201601,0.6808,0.075,0.705,0.22
"ABRAMSON--Richard. The staff and trustees of Northwell Health (formerly North Shore-LIJ Health System) mourn the loss of Trustee Richard Abramson. A dedicated benefactor, co-chairman of the Investment Committee and a member of the Finance, Audit a...","Paid Notice: Deaths  ABRAMSON, RICHARD",201601,0.0516,0.126,0.718,0.156
"MUNDY--Meg, died on January 12, 2016. Born in London on January 4, 1915, she was an actress, model and editor. She is survived by her son Sotos and granddaughter Margaret Yannopoulos. 1/3","Paid Notice: Deaths  MUNDY, MEG",201601,-0.0772,0.098,0.813,0.089
"WHITMAN--Helen (nee Samson), age 89 of Westport, CT, passed away January 15, 2016. Wife of her cherished Edward for 70 years- living a love usually reserved for poets and dreamers; sister of Gloria Levinson; mother, grandmother, aunt, and great-au...","Paid Notice: Deaths  WHITMAN, HELEN (NEE SAMSON)",201601,0.8176,0,0.828,0.172
"SONTAG--Jacob Ross, 19, died January 18, 2016 after a long and difficult battle with Canavan Disease. Son of Richard and Heidi Sontag and Jordana and Gareth Holovach. Brother of Blair and Dean Sontag and Remi and Hailey Holovach. The funeral will ...","Paid Notice: Deaths  SONTAG, JACOB ROSS",201601,-0.8807,0.232,0.768,0
"ABRAMSON--Richard. The Board of Governers and the Members of The Seawane Club, record with sorrow the loss of our member Richard Abramson. We extend heartfelt sympathy to his wife Lorraine and family. Jeffrey Greenfield, President 1/3","Paid Notice: Deaths  ABRAMSON, RICHARD",201601,0.25,0.128,0.698,0.173
"MENDELSON--Solomon. The Cantors Assembly sadly notes the passing of its distinguished past president, Hazzan Solomon Mendelson. Sol was a visionary with the capacity to realize many of his dreams, teaching his colleagues to reach well beyond the r...","Paid Notice: Deaths  MENDELSON, SOLOMON",201601,0.6705,0.063,0.726,0.211
"MAYER--Willa-Ann, age 77. (April 29, 1938-January 19, 2016). Born in the Bronx to Harry and Sylvia Greenhouse and survived by her beloved husband John and heartbroken daughter Jonill. Willa's art degree from Pratt led to a career in fashion, where...","Paid Notice: Deaths  MAYER, WILLA, ANN",201601,0.3182,0.092,0.768,0.141
"FRANKEL--Mickey (Muriel), 73, of Scarsdale, NY, passed away peacefully at home on January 18, 2016, and is remembered lovingly by her family. Wife for over 53 years to Steven; mother of Jill, Pamela and Wendy, mother-in-law to Steven, Jon and Adam...","Paid Notice: Deaths  FRANKEL, MICKEY (MURIEL)",201601,0.8225,0,0.837,0.163
"MICHAEL--Carola, (1921-2016), born Hamburg, Germany. Loving and adored wife of the late Walter. Beloved and proud mother of the late Michael (Carol), Suzanne, and Karen (Bill); Oma to Joshua, Rachel (Mike) and Lindsey (Ryan); Goma to Evie Weaver, ...","Paid Notice: Deaths  MICHAEL, CAROLA",201601,0.9201,0,0.728,0.272
"LARSON--Rev. Dr. Lawrence A.A.,died on January 16, 2016 at the age of 81. Born on December 27, 1934 to Julia and Adolph Larson in Chicago, IL. He became ordained as an Episcopal priest in 1968 and served at James Church in Great Barrington, MA, an...","Paid Notice: Deaths  LARSON, REV. DR. LAWRENCE A.A.",201601,0.6249,0,0.915,0.085
"MILLER--Arnold. We note with sorrow the passing of Arnold Miller, 83 years old, on Monday, January 18th. Beloved husband of Elaine. Devoted father to Sharon and Ken. Cherished grandfather of Brett, Kimberly and Hallie. You are in our hearts foreve...","Paid Notice: Deaths  MILLER, ARNOLD",201601,0.7096,0.07,0.739,0.191
"ABRAMSON-Richard. UJA-Federation of New York mourns the passing of Richard Abramson, who leaves behind a loving family that will carry on a tradition of exceptional Jewish philanthropy. We extend our heartfelt condolences to Richard's beloved wife...","Paid Notice: Deaths  ABRAMSON, RICHARD",201601,0.8402,0.076,0.647,0.277
"BAILLIERE--Thomas Henry Gaither, Jr. On January 17, 2016, Thomas Henry Gaither Bailliere, Jr., of Poplar Hill, MD, beloved husband of Anne (nee Dobbin) Bailliere; devoted father of Elisabeth Bailliere Dean and her husband Christopher, Alexandra Ba...","Paid Notice: Deaths  BAILLIERE, THOMAS HENRY GAITHER",201601,0.7184,0,0.85,0.15
"ADES--Alan Maxwell, died on January 17, 2016. He was 90 years old. He leaves his loving wife, of 57 years, Joan, two daughters, Jane Ades and Susan Ades and her husband, Stephen Lawlor and five grandchildren, Benjamin, Raphi, Kirya, Olivia and Isa...","Paid Notice: Deaths  ADES, ALAN MAXWELL",201601,0.0772,0.076,0.842,0.082
"ADES--Alan M. The Harmonie Club notes with sorrow the passing of our honored member Mr. Alan M. Ades. We extend our heartfelt condolences to his entire family. Philip R. Cowen, President, The Harmonie Club 1/3","Paid Notice: Deaths  ADES, ALAN M",201601,0.6808,0.078,0.714,0.207
Stories and photos from some of the several thousand enthusiasts set to attend the first BroadwayCon in New York.,And You Thought You Loved Broadway,201601,0.34,0,0.882,0.118
"The actors, starring in “The Free World” at this year’s festival, share thoughts on making the most of Park City — and some “Making a Murderer” theories.",Elisabeth Moss and Boyd Holbrook’s Sundance Tips and Truths,201601,0.8271,0,0.726,0.274
Yohji Yamamoto’s fall 2016 show.,Yohji Yamamoto: Fall 2016,201601,0,0,1,0
"Saul Leiter, who documented fashion and street life for seven decades, is the subject of a new retrospective in London.",A Prolific New York Photographer Comes Back Into Focus,201601,0,0,1,0
"The photographer is the subject of a new retrospective, which opens tomorrow in London.",Saul Leiter’s Fashion and Documentary Work,201601,0,0,1,0
The latest men’s designs from Louis Vuitton.,Louis Vuitton: Fall 2016,201601,0,0,1,0
The photographer Hsin Wang was inspired to create her symbolism-heavy “De-Selfing” series after a bad breakup.,"Haunting, Beautiful Images That Capture the Melancholy of Heartbreak",201601,0.2023,0.168,0.577,0.255
The photographer uses faceless subjects and vivid symbolic props to capture the melancholy of heartbreak.,Hsin Wang’s “De-Selfing” Series,201601,-0.765,0.337,0.663,0
"In two charming new picture books, the abominable snowman has been entirely defanged.",‘Dear Yeti’ and ‘The Thing About Yetis’,201601,0.5859,0,0.759,0.241
A selection of wedding day looks from brides recently featured in our announcements.,Dresses Our Brides Have Worn,201601,0,0,1,0
"For his first men’s show since exiting Dior, the designer was inspired by “Twin Peaks” and “The Breakfast Club.”","At Raf Simons, Americana With a Dark Side",201601,0.4939,0,0.849,0.151
Kolor presents looks for fall 2016.,Kolor: Fall 2016,201601,0,0,1,0
Fall 2016 looks from Rick Owens.,Rick Owens: Fall 2016,201601,0,0,1,0
A look at select films screening at the Sundance Film Festival.,10 Sundance Movies With Heat,201601,0.4939,0,0.738,0.262
Here’s what you need to know to start your day.,Your Thursday Briefing,201601,0,0,1,0
Here’s what you need to know to start your day.,"Your Thursday Briefing: Alexander Litvinenko, Flint, Academy Awards",201601,0,0,1,0
Gov. Matt Bevin’s pointless show of defiance could harm thousands of people.,Kentucky’s Bizarre Attack on Health Reform,201601,-0.5423,0.241,0.759,0
"취업이 쉽지 않고, 실리콘 밸리에서 계속해서 들려오는 스타트업 성공 사례에 고무된 학부생들은 대학 교육을 통해 아이디어를 성공적인 비즈니스로 키우는 법을 배우고자 한다.",미래의 창업가 키우는 데 힘 쏟는 미국 대학들,201601,0,0,1,0
"Corrections appearing in print on Thursday, January 21, 2016.","Corrections: January 21, 2016",201601,0,0,1,0
"Undercover lovers in “London Spy,” Glenn Frey soars in “History of the Eagles” and Zach Galifianakis clowns around in “Baskets.”",What to Watch Thursday,201601,0.5267,0,0.848,0.152
"Closer Aroldis Chapman is “innocent until proven otherwise,” Hal Steinbrenner, the Yankees’ principal owner, said at the owners’ meeting in Coral Gables, Fla.",Yankees Support Pitcher,201601,0,0,1,0
The World Anti-Doping Agency wants three outside experts to oversee the cleanup of Russia’s antidoping system.,Agency to Select Experts,201601,0,0,1,0
Texas Tech quarterback Patrick Mahomes said he had decided to focus on football and academics and would not rejoin the university’s baseball team this season.,Passer Puts Baseball Aside,201601,0,0,1,0
"Brian Elliott stopped 29 shots, Dmitri Jaskin scored a key third-period goal, and the St. Louis Blues beat the Red Wings, 2-1, in Detroit.",Blues Edge the Red Wings,201601,-0.2263,0.079,0.921,0
"Quotation of the Day for Thursday, January 21, 2016.",Quotation of the Day,201601,0,0,1,0
"The number of Americans age 100 and older — those born during Woodrow Wilson’s administration and earlier — is up by 44 percent since 2000, federal health officials reported Thursday.","Centenarians Proliferate, and Live Longer",201601,0.0772,0,0.957,0.043
"KADISON--Rhoda, 95, daughter of Hyman and Sylvia Gechter, residing in Laguna Woods, formerly of Whitestone, NY. She was the beloved wife of Herbert for 70 years, adored mother of Eric and Jeffrey, loving grandmother and great-grandmother. Services...","Paid Notice: Deaths  KADISON, RHODA",201601,0.875,0,0.773,0.227
"COLBY--Dr. Marvelle S. The entire Marymount Manhattan College community mourns the loss of one of our most dedicated faculty members, Professor Emerita, Dr. Marvelle S. Colby. A leader in the business and entrepreneurial fields, Dr. Colby served M...","Paid Notice: Deaths  COLBY, DR",201601,-0.3415,0.133,0.791,0.077
"CARAJOHN--Christopher Z.,passed away Monday evening. A loving husband, father, brother, uncle, and friend, Christopher is survived by his wife Lauren, his children Michael, Nicholas, and Alexander, and his sister Mary. The funeral service will be ...","Paid Notice: Deaths  CARAJOHN, CHRISTOPHER Z.",201601,0.836,0.057,0.706,0.237
"GREENBERG--Dr. Herb, of Princeton, NJ, passed away after a courageous fight against cancer on Tuesday, January 19, 2016, at home surrounded by his loving family. Herb was the founder and CEO of Caliper Corporation. A lifelong Democrat and supporte...","Paid Notice: Deaths  GREENBERG, DR",201601,0.0772,0.148,0.698,0.154
"KAHN--Walter. SAR mourns with deep sorrow the passing of the beloved father of Nathan (Sandy) Kahn, generous benefactors and leaders of our school community. Vivian (Gerald) Adler and Simon (Robin) Kahn, and grandfather of SAR Alumni Peter (Tova),...","Paid Notice: Deaths  KAHN, WALTER",201601,-0.0516,0.143,0.717,0.139
"GARCIA--Joan, on January 14, 2016. Reposing at Schuyler Hill Funeral Home, 3535 E. Tremont Avenue, Bronx, NY 10465 on Thursday, 2-5pm and 7-9pm. Religious service on Thursday at 7:30pm. 1/3","Paid Notice: Deaths  GARCIA, JOAN",201601,-0.3612,0.079,0.921,0
"WEINBERG--Leonard, of New York, NY passed away on January 18, 2016 at the age of 80. Beloved husband of Samari (nee Cabigas) for 35 years; devoted father to Sebastian (Rosa), Fabiana, Kenneth (Ellen) and Melissa (William); proud grandfather of sev...","Paid Notice: Deaths  WEINBERG, LEONARD",201601,0.8442,0,0.803,0.197
"FRANKEL--Mickey (Muriel). UJA-Federation of New York mourns the passing of Mickey Frankel, who leaves behind a loving family that will carry on a tradition of exceptional Jewish philanthropy. We extend our heartfelt condolences to Mickey's husband...","Paid Notice: Deaths  FRANKEL, MICKEY (MURIEL)",201601,0.6908,0.08,0.706,0.214
"DEHANEY--Lauretta Virginia Smallwood, retired nurse, died peacefully at the age of 100 on January 11, 2016 in Bronx, NY. Beloved wife of the late Hilton DeHaney, she leaves to mourn a host of relatives and devoted friends. On Saturday, January 23r...","Paid Notice: Deaths  DEHANEY, LAURETTA VIRGINIA SMALLWOOD",201601,0.7269,0.121,0.643,0.236
"LUSTIG--Loraly J.,on January 18, 2016. Loving daughter of the late Harold and Rose Lustig. Sister of Merrily Lustig Tornatore, sister-in-law of Remy Tornatore. Funeral services will be held Friday, 9:30am at Frank E. Campbell -The Funeral Chapel, ...","Paid Notice: Deaths  LUSTIG, LORALY J.",201601,0.5106,0.108,0.734,0.158
"ISSELBACHER--Marga Schiff, (June 6, 1927-January 17, 2016). Loving mother of Tina and Jesse Isselbacher and grandmother of Kassidy Isselbacher Marino, Haley Singleton and Samantha Isselbacher. Devoted widow of Henry Isselbacher and sister to Rober...","Paid Notice: Deaths  ISSELBACHER, MARGA SCHIFF",201601,0.765,0,0.829,0.171
"KAHN--Walter. Born August 27, 1917 in Cologne, Germany, passed away January 18th at home in Forest Hills, surrounded by family. Loving father to Sandy and Nathan, Robin and Simon, Vivian and Gerry; grandfather and great-grandfather, husband of 63 ...","Paid Notice: Deaths  KAHN, WALTER",201601,0.5994,0,0.907,0.093
"QUARTARARO--Sally. The Boards and staff of James Lenox House Association and Carnegie East House are greatly saddened by the death of Sally Quartararo. Our thoughts go out to the entire Quartararo family and her son, our good friend and benefactor...","Paid Notice: Deaths  QUARTARARO, SALLY",201601,-0.3597,0.153,0.724,0.123
"PIERMONT--Donald K.,92, of Fair Lawn, NJ passed on Tuesday, January 19, 2016 at home with his loving wife by his side. Born and raised in New York, he resided in Venice, FL for 27 years before returning to Fair Lawn where he had lived for many yea...","Paid Notice: Deaths  PIERMONT, DONALD K.",201601,0.8176,0,0.838,0.162
"PIERMONT--Donald K.,92, of Fair Lawn, NJ passed on Tuesday, January 19, 2016 at home with his loving wife by his side. Born and raised in New York, he resided in Venice, FL for 27 years before returning to Fair Lawn where he had lived for many yea...","Paid Notice: Deaths  PIERMONT, DONALD K.",201601,0.8176,0,0.838,0.162
"ALEXANDER--John. 1/21/47 - 10/27/15 Kipling might have written his famous lines to read-If you can talk with politicians and keep your virtue, Or walk with judges and jurists-nor loose the common touch; If he had had the honor and pleasure of know...","Paid Notice: Memorials  ALEXANDER, JOHN",201601,0.8126,0.047,0.755,0.198
"GOLDBERG--Lisa Ellen, who lit the world, still lights our lives. John, Jed, Katie 1/3","Paid Notice: Memorials  GOLDBERG, LISA ELLEN",201601,0,0,1,0
"MEYERS--Donald I. Dr. Donald I. Meyers, a leader of the post-war generation of American psychoanalysts, renowned teacher and therapist, and beloved husband, father and grandfather, died on January 13, 2016. An exceptional researcher, teacher and d...","Paid Notice: Deaths  MEYERS, DONALD I",201601,-0.0772,0.09,0.827,0.083
"POLLNER--Martin. The family of Martin Pollner mourns the passing of its devoted husband, father, grandfather and brother. In addition to his service to his family, Martin provided more than half a century of service to his country and to the legal...","Paid Notice: Deaths  POLLNER, MARTIN",201601,-0.1779,0.077,0.862,0.061
"ANDERSON--Jeanne. The community of West End Synagogue, A Reconstructionist Congregation, has lost a courageous role model. Determined, she remained active and relevant, totally committed to social and racial justice. Fittingly, she took her last b...","Paid Notice: Deaths  ANDERSON, JEANNE",201601,0.8999,0.053,0.619,0.328
"ABRAMSON--Richard. What a unique gentleman; accomplished and so modest. Kind and gentle, we will miss him. Roberta and Stanley 1/3","Paid Notice: Deaths  ABRAMSON, RICHARD",201601,0.835,0.061,0.575,0.363
"FRANKEL--Mickey (Muriel), 73, of Scarsdale, NY, passed away peacefully at home on January 18, 2016, and is remembered lovingly by her family. Wife for over 53 years to Steven; mother of Jill, Pamela and Wendy, mother-in-law to Steven, Jon and Adam...","Paid Notice: Deaths  FRANKEL, MICKEY (MURIEL)",201601,0.8225,0,0.837,0.163
"BLAUSTEIN--Helen, passed away on January 18, 2016. She was a beloved mother, a devoted wife, an incredible grandmother and a wonderful friend. Though she is no longer physically with us, her spirit lives on in those fortunate enough to have known ...","Paid Notice: Deaths  BLAUSTEIN, HELEN",201601,0.936,0.043,0.619,0.338
"KAHN--Walter. The Yeshiva University family is deeply saddened by the passing of Mr. Walter Kahn, Z""l, a revered member of the Queens Jewish Center and the Queens community who was widely admired for his support of Jewish education. Our heartfelt ...","Paid Notice: Deaths  KAHN, WALTER",201601,0.8445,0.072,0.68,0.249
Givenchy’s fall 2016 men’s collection.,Givenchy: Fall 2016,201601,0,0,1,0
Rei Kawakubo’s vision for fall 2016 men’s.,Comme des Garçons: Fall 2016,201601,0.25,0,0.75,0.25
"The retailing behemoth was found to have violated labor laws when it dismissed workers who went on strike, and must offer to rehire them and compensate for lost wages.","Walmart Retaliated Unlawfully, Judge Rules",201601,-0.7351,0.217,0.783,0
"The designer said backstage at his show, “I wanted to do something pure with this collection — pull back and purify and simplify.”",Rick Owens’s Less Theatrical Approach for Fall 2016,201601,0,0,1,0
"Grace Coddington’s next act, a Sephora incubator and McQueen: the movie.",The Fashion News to Know This Week,201601,0.4215,0,0.763,0.237
"The men’s wear brand enlisted Scott Campbell to create five original designs for its fall/winter 2016 shoes, leather goods and clothing.",Berluti Livens Up Its Leather — With a Little Help from a Tattoo Artist,201601,0.5267,0,0.812,0.188
We’re being told the students killed by the Taliban laid down their lives for the sake of our future. But weren’t they our future?,Pakistan’s Unnecessary Martyrs,201601,-0.6705,0.164,0.836,0
"Ahead of this weekend’s impending snowstorm, we round up the slickest, furriest, most desirable designs from the fall/winter ’16 runways.",The Seven Best Men’s Coats (We Can’t Wear Yet),201601,0.4391,0,0.822,0.178
"To show his fall/winter 2016 collection, the designer sourced diverse models from around the globe — via Instagram.",Gosha Rubchinskiy’s Punk Scene,201601,0,0,1,0
"With a blizzard in the Northeast expected to disrupt travel, passengers should review airline policies regarding flight cancellations.",Flight Canceled Because of the Winter Storm? What You Need to Know,201601,0,0,1,0
Fall 2016 designs from Mihara Yasuhiro.,Mihara Yasuhiro: Fall 2016,201601,0,0,1,0
The collisions of art worlds at this year’s show at the Park Avenue Armory are greater than ever because the cutoff date for material has been moved to the present from 1969.,Winter Antiques Show Offers a Collection of Recent and Rare Works,201601,0.1027,0.061,0.867,0.072
Fall 2016 men’s wear designs from John Galliano.,Maison Margiela: Fall 2016,201601,0,0,1,0
Sandy Powell is in the rare position of being nominated twice in the same category this year.,"Two Films, One Designer: The Costumes of ‘Carol’ and ‘Cinderella’",201601,0,0,1,0
The latest designs from Junya Watanabe.,Junya Watanabe: Fall 2016,201601,0,0,1,0
Here’s what you need to know to start your day.,Your Friday Briefing,201601,0,0,1,0
Here’s what you need to know to start your day.,"Your Friday Briefing: Blizzard, Flint, New England Patriots",201601,0,0,1,0
"What you need to know if you’re on a trip or planning one soon, including new rail service between London and Paris and an app for passport renewal.",Hotel and Tour News: Watergate Makeover; Opera in Germany,201601,0,0,1,0
"More than two feet of snow could hit the Washington region starting Friday. The storm is moving north, with a foot or more of snow expected in New York.",Snowstorm Bears Down on the East Coast,201601,0,0,1,0
"With reconstruction about to begin, funds from the Neediest Cases helps a woman move to temporary housing.",Still Recovering From Hurricane Sandy,201601,0.3818,0,0.852,0.148
The prime minister brings his youthful appeal and optimistic messages to the World Economic Forum.,Justin Trudeau Carries His ‘Look to Canada’ Image to Davos,201601,0.5574,0,0.739,0.261
Chancellor Angela Merkel of Germany is under increasing pressure to change course on her refugee policy as more allies at home and abroad abandon her on the issue.,Stance on Migrants Leaves Merkel Isolated at Home and in Europe,201601,-0.6249,0.164,0.836,0
"Corrections appearing in print on Friday, January 22, 2016.","Corrections: January 22, 2016",201601,0,0,1,0
"Quotation of the Day for Friday, January 22, 2016.",Quotation of the Day,201601,0,0,1,0
Male angst goes on vacation in “Mad Dogs.” Anna Netrebko makes a Met debut. And the Marvel gang is back.,What to Watch Friday,201601,0.4215,0,0.865,0.135
"FEINBERG--Jacob. Bone Marrow Registry co-Founder Jacob Feinberg dies at 87. The Feinberg Family and the Gift of Life Bone Marrow Foundation mourn the loss of the organization's co-founder, Jacob Feinberg. A CPA with Brout and Company and BDO, Jack...","Paid Notice: Deaths  FEINBERG, JACOB",201601,-0.296,0.119,0.814,0.067
"CASTELLANOS--Elida, on January 21, 2016. Beloved wife the late Ambassador Rafael Castellanos. Loving mother of Rafael (Andria) Castellanos and the late Brenda (Paul) Schietroma. Cherished grandmother of Nae (Manuel) Breidenbach, Christina (Chad) W...","Paid Notice: Deaths  CASTELLANOS, ELIDA",201601,0.8885,0,0.741,0.259
"ABRAMS--Herbert, M.D. Eminent radiologist, co-founder of Physicians for Social Responsibility, scholar of nuclear disarmament and human error, and to us, a devoted and generous uncle and great-uncle. We will miss you forever. Peter Lazes, Marie Ru...","Paid Notice: Deaths  ABRAMS, HERBERT",201601,0.4019,0.104,0.751,0.145
"BURZIN--Carol. Carol lost a long and courageous battle, but won the admiration, respect and love of everyone who knew her. She was kind and generous with an infectious laugh and smile that will always be remembered. She will be missed by all. Our ...","Paid Notice: Deaths  BURZIN, CAROL",201601,0.9898,0.082,0.406,0.512
"DEHANEY--Lauretta Virginia Smallwood, retired nurse, died peacefully at the age of 100 on January 11, 2016 in Bronx, NY. Beloved wife of the late Hilton DeHaney, she leaves to mourn a host of relatives and devoted friends. On Saturday, January 23r...","Paid Notice: Deaths  DEHANEY, LAURETTA VIRGINIA SMALLWOOD",201601,0.7269,0.121,0.643,0.236
"ISSELBACHER--Marga Schiff, (June 6, 1927-January 17, 2016). Loving mother of Tina and Jesse Isselbacher and grandmother of Kassidy Isselbacher Marino, Haley Singleton and Samantha Isselbacher. Devoted widow of Henry Isselbacher and sister to Rober...","Paid Notice: Deaths  ISSELBACHER, MARGA SCHIFF",201601,0.765,0,0.829,0.171
"GARITY--Edward J. 1/22/96. Dear Dad, you were always there for me. Miss you and love you. Susie 1/3","Paid Notice: Memorials  GARITY, EDWARD J",201601,0.7351,0.068,0.641,0.291
"COHEN--Sherman. Three long years have passed. You will be loved and in our hearts each and every day. Love, Gloria, Charles, Robin and Family 1/3","Paid Notice: Memorials  COHEN, SHERMAN",201601,0.8442,0,0.74,0.26
"KAHN--Walter. SAR mourns with deep sorrow the passing of Walter Kahn, beloved husband of Grace and father of Nathan (Sandy) Kahn, generous benefactors and leaders of our school community. Vivian (Gerald) Adler and Simon (Robin) Kahn, and grandfath...","Paid Notice: Deaths  KAHN, WALTER",201601,0.3818,0.138,0.671,0.191
"MEYERS--Donald I. Dr. Donald I. Meyers, a leader of the post-war generation of American psychoanalysts, renowned teacher and therapist, and beloved husband, father and grandfather, died on January 13, 2016. An exceptional researcher, teacher and d...","Paid Notice: Deaths  MEYERS, DONALD I",201601,-0.0772,0.09,0.827,0.083
"IMMERMAN--Robert M.,76, died peacefully at home in Larchmont, NY on January 21, 2016, having miraculously survived brain cancer for 20 years. Loving and beloved husband of Minna for 50 years, proud father to daughters Gaby and Suzanne and ""Papa"" t...","Paid Notice: Deaths  IMMERMAN, ROBERT M.",201601,0.8402,0.138,0.569,0.293
"DAYTON--Robert. Robert Dayton, whose career spanned decades in support of a vibrant downtown Minneapolis, MN, died on January 17th. He was 73 years old. A great-grandson of the founder of Daytons, Bob carried on the family retail and community-ori...","Paid Notice: Deaths  DAYTON, ROBERT",201601,0.3612,0.082,0.778,0.14
"COLBY--Marvelle (Seitman), 83, on January 19. Survived by her devoted husband, Selig Alkon, beloved children Lisa (Paul) and Eric (Ann), cherished grandchildren Owen, Jade and Ella. Proud graduate of Hunter College, with a DPA from Nova University...","Paid Notice: Deaths  COLBY, MARVELLE (SEITMAN)",201601,0.9403,0,0.664,0.336
"KLAGSBRUN--Daniel. 1/22/64 -1/26/88. Daniel today on your birthday, and every day we miss you deeply. Sending love and big hugs. TTMAB. 1/3","Paid Notice: Memorials  KLAGSBRUN, DANIEL",201601,0.7951,0.057,0.672,0.272
"YOURDON--Ed, died suddenly on January 20, 2016 as a result of complications from a blood infection. He was a luminary in the computer software field and widely known as the lead developer of the structured analysis/design methods of the 1970s. In ...","Paid Notice: Deaths  YOURDON, ED",201601,-0.5574,0.087,0.913,0
"ISRAEL--Gloria (nee Rand), January 20, 2016. Wife of the late Norman Israel. Mother of Nina Israel Zucker and Adam Israel. Survived by five grandchildren. Services and burial in Cherry Hill, NJ. 1/3","Paid Notice: Deaths  ISRAEL, GLORIA (NEE RAND)",201601,0.5106,0,0.904,0.096
"ZIELENZIGER--Dr. Ruth, who helped change how Conservative Jews in America are taught the Bible, and inspired some of Israel's most enduring poetry of love while a young woman, died Thursday at the RiverWalk independent living facility of the Hebre...","Paid Notice: Deaths  ZIELENZIGER, DR",201601,0.5859,0.078,0.761,0.161
"BLOOM--Charles Edward, Jr. In my heart-always. Susan 1/3","Paid Notice: Memorials  BLOOM, CHARLES EDWARD",201601,0,0,1,0
"FEEN--Eugene, passed away peacefully at his home on January 17 at the age of 97. Beloved husband of the late Rosalie Feen; survived by his children Susan Davey, David R. Feen, granddaughter Allyson Davey and sister Shirley Strasser. Before retirin...","Paid Notice: Deaths  FEEN, EUGENE",201601,0.875,0,0.787,0.213
"GOREVIC--Charles, age 98, passed away January 20, 2016 after a long and good life as an art dealer, husband, father, grandfather and great-grandfather. Predeceased by his wife Ursula, he is missed by his loving family, sons Roger and Peter and the...","Paid Notice: Deaths  GOREVIC, CHARLES",201601,0.6808,0.048,0.804,0.148
"LEWIN--Estelle Weinberg. Born April 19, 1920, died January 19, 2016, three months short of her 96th birthday. Daughter of Benjamin and Mary Weinberg, Estelle was part of a loving family. She was predeceased by both her parents and her only brother...","Paid Notice: Deaths  LEWIN, ESTELLE WEINBERG",201601,0.0772,0.079,0.835,0.086
"ROTHSTEIN--Harold Jay, of Teaneck, NJ died on Wednesday, January 20, 2016, two weeks after being diagnosed with pancreatic cancer and one week before his 70th birthday. Carole Rothstein, his wife of 46 years had her head on his chest when he took ...","Paid Notice: Deaths  ROTHSTEIN, HAROLD JAY",201601,-0.8402,0.163,0.837,0
"MARNER--Margaret. Beloved mother of Olivia and Brian. Memorial service Sunday, January 24, 2016, 3pm at ""The Riverside,"" 76 St. and Amsterdam Ave., NYC. 1/3","Paid Notice: Deaths  MARNER, MARGARET",201601,0.5106,0,0.875,0.125
"COLBY--Dr. Marvelle S. The entire Marymount Manhattan College community mourns the loss of one of our most dedicated faculty members, Professor Emerita, Dr. Marvelle S. Colby. A leader in the business and entrepreneurial fields, Dr. Colby served M...","Paid Notice: Deaths  COLBY, DR",201601,-0.3415,0.133,0.791,0.077
"CARAJOHN--Christopher Z.,passed away Monday evening. A loving husband, father, brother, uncle, and friend, Christopher is survived by his wife Lauren, his children Michael, Nicholas, and Alexander, and his sister Mary. The funeral service will be ...","Paid Notice: Deaths  CARAJOHN, CHRISTOPHER Z.",201601,0.836,0.057,0.706,0.237
"The “Entourage” gang is back, and the R&B singer Toni Braxton shares her heartbreak.",What to Watch Saturday,201601,-0.3612,0.207,0.67,0.123
"A jump shot by Patricio Garino with 1 minute 32 seconds left broke a tie, and George Washington (15-4, 4-2 Atlantic 10) sank five late free throws to seal a 62-58 win over Rhode Island (11-8, 3-3) in Washington.",George Washington Wins,201601,0.6486,0.067,0.764,0.169
Gianni Infantino’s bid to win the FIFA presidency and lead the world soccer body out of the worst graft scandal in its history received a lift Friday when he won backing from Europe’s soccer associations.,Support for FIFA Hopeful,201601,0.1531,0.157,0.65,0.193
"Jordan Spieth, Rory McIlroy and other big names slid off the leaderboard at the weather-affected Abu Dhabi Championship in the United Arab Emirates.",Big Names Take a Tumble,201601,0.6908,0,0.787,0.213
"The Mets reached agreements with Lucas Duda and Jenrry Mejia, avoiding arbitration with both of them, a person in baseball said.",Two Mets Reach Deals,201601,0.0258,0.105,0.742,0.153
"Aksel Lund Svindal mastered a tricky super-G course in Kitzbühel, Austria, to extend Norway’s World Cup winning streak to five races.",Svindal Extends Streak,201601,0.5423,0.068,0.717,0.215
"Fresh off the previous night’s 6-3 loss to the Devils, the Ottawa Senators received another blow by the Islanders in a 5-2 loss on Friday.","Islanders Wallop Senators, as the Devils Did Before Them ",201601,-0.7184,0.271,0.654,0.075
"FELD--Isabel. January 23, 2000 16 years of missing your smile, quick wit, laughter and warm heart. Your light still shines. Loved and missed every day. Steph 1/3","Paid Notice: Memorials  FELD, ISABEL",201601,0.7964,0.119,0.569,0.312
"BLAUSTEIN--Helen. The memorial service has changed to Monday, January 25, 11am at ""The Riverside,"" 76 St. and Amsterdam Ave. 1/3","Paid Notice: Deaths  BLAUSTEIN, HELEN",201601,0,0,1,0
